Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
401,Payton Pritchard\pritcpa01,SG,23,BOS,49,1,915,123,278,.442,62,155,.400,61,123,.496,.554,21,24,.875,24,80,104,90,27,7,42,84,329
402,Immanuel Quickley\quickim01,PG,21,NYK,50,3,984,186,483,.385,91,246,.370,95,237,.401,.479,129,144,.896,23,94,117,107,25,11,46,94,592
403,Jahmi'us Ramsey\ramseja01,SG,19,SAC,5,0,17,3,5,.600,1,3,.333,2,2,1.000,.700,0,0,,0,4,4,1,0,1,1,0,7
404,Chasson Randle\randlch01,PG,27,ORL,24,5,475,42,111,.378,24,65,.369,18,46,.391,.486,15,18,.833,3,40,43,47,11,2,28,40,123
405,Julius Randle\randlju01,PF,26,NYK,54,54,2001,443,960,.461,107,269,.398,336,691,.486,.517,251,314,.799,71,505,576,324,49,14,187,171,1244
406,Cam Reddish\reddica01,SF,21,ATL,26,21,750,96,263,.365,33,126,.262,63,137,.460,.428,67,82,.817,22,82,104,35,33,9,34,68,292
407,J.J. Redick\redicjj01,SG,36,TOT,32,0,590,88,221,.398,52,143,.364,36,78,.462,.516,46,48,.958,3,51,54,42,9,2,26,37,274
407,J.J. Redick\redicjj01,SG,36,NOP,31,0,576,87,214,.407,51,140,.364,36,74,.486,.526,45,47,.957,3,49,52,40,9,2,25,37,270
407,J.J. Redick\redicjj01,SG,36,DAL,1,0,14,1,7,.143,1,3,.333,0,4,.000,.214,1,1,1.000,0,2,2,2,0,0,1,0,4
408,Paul Reed\reedpa01,PF,21,PHI,16,0,109,21,44,.477,0,6,.000,21,38,.553,.477,1,4,.250,14,15,29,6,5,7,7,16,43
409,Naz Reid\reidna01,C,21,MIN,53,14,1010,220,424,.519,45,126,.357,175,298,.587,.572,94,129,.729,56,173,229,56,28,56,54,135,579
410,Cameron Reynolds\reynoca01,SF,25,SAS,3,0,6,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,0,0,0,0,0,0,0,2
411,Nick Richards\richani01,PF,23,CHO,14,0,53,4,7,.571,0,0,,4,7,.571,.571,7,11,.636,2,7,9,1,0,0,3,6,15
412,Josh Richardson\richajo01,SG,27,DAL,43,43,1377,194,451,.430,66,209,.316,128,242,.529,.503,79,87,.908,38,116,154,121,39,17,61,109,533
413,Grant Riller\rillegr01,PG,23,CHO,2,0,8,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,1,0,0,0,0,0
414,Austin Rivers\riverau01,SG,28,NYK,21,2,442,58,135,.430,28,77,.364,30,58,.517,.533,10,14,.714,5,42,47,42,12,0,22,32,154
415,Andre Roberson\roberan03,SG,29,BRK,5,0,63,2,14,.143,1,8,.125,1,6,.167,.179,1,2,.500,7,8,15,4,3,1,2,4,6
416,Duncan Robinson\robindu01,SF,26,MIA,54,54,1740,235,537,.438,188,461,.408,47,76,.618,.613,50,59,.847,4,195,199,95,28,13,66,137,708
417,Glenn Robinson III\robingl02,SF,27,SAC,23,2,369,42,99,.424,16,44,.364,26,55,.473,.505,21,23,.913,11,34,45,20,4,3,11,23,121
418,Jerome Robinson\robinje01,SG,23,WAS,17,6,305,28,95,.295,11,42,.262,17,53,.321,.353,16,20,.800,4,34,38,25,12,6,19,31,83
419,Justin Robinson\robinju01,PG,23,OKC,5,0,62,5,16,.313,3,12,.250,2,4,.500,.406,3,5,.600,0,4,4,6,1,0,1,7,16
420,Mitchell Robinson\robinmi01,C,22,NYK,31,29,853,115,176,.653,0,0,,115,176,.653,.653,26,53,.491,113,139,252,17,35,45,26,86,256
421,Isaiah Roby\robyis01,PF,22,OKC,44,24,1032,149,301,.495,23,72,.319,126,229,.550,.533,66,93,.710,70,183,253,78,37,29,80,115,387
422,Rajon Rondo\rondora01,PG,34,TOT,32,2,488,55,135,.407,22,57,.386,33,78,.423,.489,7,8,.875,8,58,66,119,24,3,49,38,139
422,Rajon Rondo\rondora01,PG,34,ATL,27,2,402,44,110,.400,17,45,.378,27,65,.415,.477,1,2,.500,4,51,55,95,19,2,39,25,106
422,Rajon Rondo\rondora01,PG,34,LAC,5,0,86,11,25,.440,5,12,.417,6,13,.462,.540,6,6,1.000,4,7,11,24,5,1,10,13,33
423,Derrick Rose\rosede01,PG,32,TOT,34,3,811,169,397,.426,30,86,.349,139,311,.447,.463,79,93,.849,13,61,74,134,35,15,56,36,447
423,Derrick Rose\rosede01,PG,32,DET,15,0,342,79,184,.429,13,39,.333,66,145,.455,.465,42,50,.840,6,23,29,63,18,4,29,17,213
423,Derrick Rose\rosede01,PG,32,NYK,19,3,469,90,213,.423,17,47,.362,73,166,.440,.462,37,43,.860,7,38,45,71,17,11,27,19,234
424,Terrence Ross\rosste01,SG,29,ORL,44,2,1293,247,598,.413,88,258,.341,159,340,.468,.487,118,134,.881,14,139,153,102,45,20,73,86,700
425,Terry Rozier\roziete01,SG,26,CHO,50,50,1679,362,782,.463,165,408,.404,197,374,.527,.568,124,149,.832,28,176,204,172,62,19,94,90,1013
426,Ricky Rubio\rubiori01,PG,30,MIN,51,36,1339,140,367,.381,44,146,.301,96,221,.434,.441,107,125,.856,21,143,164,346,73,3,91,108,431
427,D'Angelo Russell\russeda01,PG,24,MIN,25,19,706,175,403,.434,74,182,.407,101,221,.457,.526,71,90,.789,11,54,65,122,24,11,65,50,495
428,Domantas Sabonis\sabondo01,PF,24,IND,50,50,1787,372,713,.522,39,128,.305,333,585,.569,.549,208,287,.725,129,446,575,300,57,28,168,170,991
429,Luka Šamanić\samanlu01,PF,21,SAS,22,2,205,32,68,.471,9,33,.273,23,35,.657,.537,11,21,.524,12,37,49,11,4,4,14,27,84
430,JaKarr Sampson\sampsja02,PF,27,IND,20,0,153,26,55,.473,2,8,.250,24,47,.511,.491,14,20,.700,14,28,42,1,2,7,7,22,68
431,Dario Šarić\saricda01,C,26,PHO,36,0,650,125,270,.463,38,106,.358,87,164,.530,.533,63,73,.863,39,111,150,48,20,3,42,68,351
432,Tomáš Satoranský\satorto01,SG,29,CHI,42,17,1001,125,246,.508,34,87,.391,91,159,.572,.577,49,54,.907,22,84,106,213,34,10,73,67,333
433,Dennis Schröder\schrode01,SG,27,LAL,51,51,1621,269,623,.432,57,167,.341,212,456,.465,.478,189,223,.848,25,153,178,273,61,11,144,135,784
434,Mike Scott\scottmi01,PF,32,PHI,35,8,615,53,146,.363,38,112,.339,15,34,.441,.493,6,10,.600,9,84,93,22,20,5,16,47,150
435,Collin Sexton\sextoco01,SG,22,CLE,45,45,1610,397,827,.480,70,196,.357,327,631,.518,.522,221,269,.822,34,92,126,188,52,4,119,119,1085
436,Landry Shamet\shamela01,SG,23,BRK,43,1,877,117,291,.402,85,216,.394,32,75,.427,.548,38,45,.844,9,70,79,53,23,5,32,57,357
437,Iman Shumpert\shumpim01,SG,30,BRK,2,0,11,1,4,.250,0,3,.000,1,1,1.000,.250,0,0,,1,0,1,0,1,0,1,0,2
438,Pascal Siakam\siakapa01,PF,26,TOR,45,45,1600,337,740,.455,55,194,.284,282,546,.516,.493,208,248,.839,77,243,320,208,48,33,97,147,937
439,Chris Silva\silvach01,PF,24,TOT,13,0,87,10,15,.667,1,1,1.000,9,14,.643,.700,11,15,.733,7,19,26,6,1,5,10,21,32
439,Chris Silva\silvach01,PF,24,MIA,11,0,83,9,13,.692,1,1,1.000,8,12,.667,.731,11,15,.733,7,18,25,6,1,5,9,20,30
439,Chris Silva\silvach01,PF,24,SAC,2,0,4,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,1,1,0,0,0,1,1,2
440,Ben Simmons\simmobe01,PG,24,PHI,46,46,1526,262,481,.545,3,9,.333,259,472,.549,.548,156,252,.619,77,277,354,326,72,28,155,139,683
441,Anfernee Simons\simonan01,SG,21,POR,46,0,734,119,295,.403,86,207,.415,33,88,.375,.549,31,38,.816,8,95,103,62,8,5,33,72,355
442,Deividas Sirvydis\sirvyde01,SG,20,DET,12,0,26,4,12,.333,4,10,.400,0,2,.000,.500,3,4,.750,0,7,7,1,1,0,1,1,15
443,Alen Smailagić\smailal01,PF,20,GSW,5,1,26,4,10,.400,2,5,.400,2,5,.400,.500,1,4,.250,2,1,3,0,0,1,0,5,11
444,Marcus Smart\smartma01,PG,26,BOS,36,33,1171,153,374,.409,72,203,.355,81,171,.474,.505,103,131,.786,22,90,112,202,53,19,63,89,481
445,Dennis Smith Jr.\smithde03,PG,23,TOT,23,9,420,58,145,.400,19,58,.328,39,87,.448,.466,19,26,.731,12,43,55,77,23,14,26,37,154
445,Dennis Smith Jr.\smithde03,PG,23,NYK,3,0,28,2,10,.200,0,4,.000,2,6,.333,.200,5,6,.833,0,2,2,3,3,0,1,4,9
445,Dennis Smith Jr.\smithde03,PG,23,DET,20,9,392,56,135,.415,19,54,.352,37,81,.457,.485,14,20,.700,12,41,53,74,20,14,25,33,145
446,Ish Smith\smithis01,PG,32,WAS,25,1,507,64,159,.403,9,25,.360,55,134,.410,.431,8,17,.471,11,73,84,108,16,6,26,28,145
447,Jalen Smith\smithja04,PF,20,PHO,19,0,82,10,27,.370,2,10,.200,8,17,.471,.407,1,3,.333,5,11,16,2,0,2,5,9,23
448,Tony Snell\snellto01,SG,29,ATL,40,18,839,76,147,.517,56,98,.571,20,49,.408,.707,11,11,1.000,15,79,94,51,9,10,18,62,219
449,Ray Spalding\spaldra01,C,23,HOU,2,0,19,2,4,.500,0,1,.000,2,3,.667,.500,0,2,.000,2,2,4,0,0,2,3,3,4
450,Cassius Stanley\stanlca01,SG,21,IND,15,0,38,5,19,.263,1,6,.167,4,13,.308,.289,4,5,.800,4,6,10,0,0,2,1,8,15
451,Lamar Stevens\stevela01,PF,23,CLE,37,0,486,61,135,.452,4,25,.160,57,110,.518,.467,35,49,.714,23,71,94,24,17,13,22,51,161
452,Isaiah Stewart\stewais01,C,19,DET,52,4,1026,148,260,.569,11,26,.423,137,234,.585,.590,38,57,.667,113,193,306,45,26,53,48,127,345
453,Max Strus\strusma01,SF,24,MIA,27,0,337,57,122,.467,35,98,.357,22,24,.917,.611,11,16,.688,3,22,25,13,5,0,4,29,160
454,Edmond Sumner\sumneed01,SG,25,IND,40,12,564,96,184,.522,23,62,.371,73,122,.598,.584,44,55,.800,14,51,65,28,22,7,37,56,259
455,Jae'Sean Tate\tateja01,SF,25,HOU,54,42,1551,233,451,.517,44,142,.310,189,309,.612,.565,76,104,.731,106,185,291,108,63,31,64,170,586
456,Jayson Tatum\tatumja01,SF,22,BOS,49,49,1748,459,1002,.458,142,370,.384,317,632,.502,.529,207,237,.873,35,314,349,207,61,22,127,92,1267
457,Jeff Teague\teaguje01,PG,32,TOT,40,6,720,94,216,.435,29,64,.453,65,152,.428,.502,62,73,.849,10,55,65,95,27,10,43,49,279
457,Jeff Teague\teaguje01,PG,32,BOS,34,5,616,78,188,.415,26,56,.464,52,132,.394,.484,51,61,.836,10,47,57,73,26,7,39,43,233
457,Jeff Teague\teaguje01,PG,32,MIL,6,1,104,16,28,.571,3,8,.375,13,20,.650,.625,11,12,.917,0,8,8,22,1,3,4,6,46
458,Garrett Temple\templga01,SG,34,CHI,37,12,1002,112,264,.424,46,137,.336,66,127,.520,.511,31,38,.816,21,92,113,73,33,18,36,85,301
459,Tyrell Terry\terryty01,PG,20,DAL,11,0,56,5,16,.313,0,7,.000,5,9,.556,.313,1,3,.333,0,6,6,6,5,0,2,2,11
460,Daniel Theis\theisda01,C,28,TOT,50,37,1207,189,342,.553,37,113,.327,152,229,.664,.607,56,84,.667,62,197,259,83,29,48,49,130,471
460,Daniel Theis\theisda01,C,28,BOS,42,37,1027,159,288,.552,33,95,.347,126,193,.653,.609,46,67,.687,54,166,220,67,25,43,41,120,397
460,Daniel Theis\theisda01,C,28,CHI,8,0,180,30,54,.556,4,18,.222,26,36,.722,.593,10,17,.588,8,31,39,16,4,5,8,10,74
461,Brodric Thomas\thomabr01,SG,24,TOT,17,1,158,14,48,.292,5,26,.192,9,22,.409,.344,18,23,.783,3,15,18,13,7,5,11,18,51
461,Brodric Thomas\thomabr01,SG,24,HOU,4,0,24,2,7,.286,1,6,.167,1,1,1.000,.357,5,7,.714,1,3,4,4,1,1,4,5,10
461,Brodric Thomas\thomabr01,SG,24,CLE,13,1,134,12,41,.293,4,20,.200,8,21,.381,.341,13,16,.813,2,12,14,9,6,4,7,13,41
462,Isaiah Thomas\thomais02,PG,31,NOP,3,0,48,9,27,.333,3,12,.250,6,15,.400,.389,2,2,1.000,1,3,4,5,1,0,6,3,23
463,Matt Thomas\thomama02,SG,26,TOT,32,0,247,31,88,.352,20,61,.328,11,27,.407,.466,6,7,.857,4,26,30,14,3,0,10,14,88
463,Matt Thomas\thomama02,SG,26,TOR,26,0,192,24,62,.387,17,41,.415,7,21,.333,.524,6,7,.857,3,18,21,9,2,0,6,10,71
463,Matt Thomas\thomama02,SG,26,UTA,6,0,55,7,26,.269,3,20,.150,4,6,.667,.327,0,0,,1,8,9,5,1,0,4,4,17
464,Tristan Thompson\thomptr01,PF,29,BOS,40,31,901,129,244,.529,0,3,.000,129,241,.535,.529,56,92,.609,123,206,329,40,15,18,38,86,314
465,Sindarius Thornwell\thornsi01,SG,26,NOP,14,1,73,7,21,.333,3,9,.333,4,12,.333,.405,0,2,.000,1,4,5,4,5,1,4,3,17
466,Matisse Thybulle\thybuma01,SG,23,PHI,51,6,986,74,179,.413,34,110,.309,40,69,.580,.508,8,14,.571,25,71,96,47,77,50,20,101,190
467,Killian Tillie\tilliki02,C,22,MEM,10,0,86,8,30,.267,3,17,.176,5,13,.385,.317,4,5,.800,5,7,12,2,3,5,1,10,23
468,Xavier Tillman Sr.\tillmxa01,PF,22,MEM,42,7,771,111,211,.526,12,45,.267,99,166,.596,.555,25,38,.658,52,123,175,58,32,24,31,90,259
469,Obi Toppin\toppiob01,PF,22,NYK,45,0,520,78,161,.484,18,64,.281,60,97,.619,.540,16,22,.727,19,80,99,23,12,11,21,46,190
470,Juan Toscano-Anderson\toscaju01,SG,27,GSW,37,15,650,68,120,.567,21,49,.429,47,71,.662,.654,15,20,.750,19,120,139,80,23,16,35,71,172
471,Axel Toupane\toupaax01,SF,28,MIL,8,1,61,4,11,.364,1,2,.500,3,9,.333,.409,5,7,.714,0,6,6,4,2,3,0,6,14
472,Karl-Anthony Towns\townska01,C,25,MIN,34,34,1180,298,604,.493,82,210,.390,216,394,.548,.561,172,195,.882,93,286,379,155,26,49,110,120,850
473,Gary Trent Jr.\trentga02,SG,22,TOT,52,34,1632,291,691,.421,151,385,.392,140,306,.458,.530,71,91,.780,22,107,129,76,47,8,40,82,804
473,Gary Trent Jr.\trentga02,SG,22,POR,41,23,1262,217,524,.414,121,305,.397,96,219,.438,.530,58,75,.773,21,70,91,58,37,6,31,63,613
473,Gary Trent Jr.\trentga02,SG,22,TOR,11,11,370,74,167,.443,30,80,.375,44,87,.506,.533,13,16,.813,1,37,38,18,10,2,9,19,191
474,P.J. Tucker\tuckepj01,PF,35,TOT,35,32,1003,49,135,.363,28,90,.311,21,45,.467,.467,18,23,.783,36,118,154,46,29,20,33,93,144
474,P.J. Tucker\tuckepj01,PF,35,HOU,32,32,959,48,131,.366,27,86,.314,21,45,.467,.469,18,23,.783,33,115,148,45,29,18,33,91,141
474,P.J. Tucker\tuckepj01,PF,35,MIL,3,0,44,1,4,.250,1,4,.250,0,0,,.375,0,0,,3,3,6,1,0,2,0,2,3
475,Rayjon Tucker\tuckera01,PG,23,PHI,7,0,30,2,5,.400,1,2,.500,1,3,.333,.500,8,8,1.000,1,5,6,2,0,0,1,3,13
476,Myles Turner\turnemy01,C,24,IND,46,46,1422,204,423,.482,68,201,.338,136,222,.613,.563,107,136,.787,59,236,295,46,40,159,66,162,583
477,Jonas Valančiūnas\valanjo01,C,28,MEM,47,46,1312,331,575,.576,15,44,.341,316,531,.595,.589,121,156,.776,198,399,597,83,26,36,82,137,798
478,Denzel Valentine\valende01,SG,27,CHI,46,3,811,124,327,.379,63,190,.332,61,137,.445,.476,11,11,1.000,20,146,166,77,26,1,28,49,322
479,Jarred Vanderbilt\vandeja01,PF,21,MIN,47,25,813,100,165,.606,1,4,.250,99,161,.615,.609,48,80,.600,71,172,243,61,44,34,44,89,249
480,Fred VanVleet\vanvlfr01,SG,26,TOR,44,44,1601,285,725,.393,147,396,.371,138,329,.419,.494,154,174,.885,28,158,186,270,76,34,86,105,871
481,Devin Vassell\vassede01,SF,20,SAS,44,1,727,77,194,.397,38,97,.392,39,97,.402,.495,29,33,.879,18,103,121,40,37,12,17,62,221
482,Gabe Vincent\vincega01,PG,24,MIA,37,6,513,69,187,.369,33,119,.277,36,68,.529,.457,20,23,.870,7,33,40,53,17,2,27,61,191
483,Noah Vonleh\vonleno01,PF,25,BRK,4,0,11,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,0,1,1,1,0,0,2,2,0
484,Nikola Vučević\vucevni01,C,30,TOT,54,54,1818,525,1085,.484,138,337,.409,387,748,.517,.547,110,132,.833,108,506,614,202,53,38,97,102,1298
484,Nikola Vučević\vucevni01,C,30,ORL,44,44,1500,436,908,.480,117,288,.406,319,620,.515,.545,91,110,.827,87,430,517,167,42,28,83,79,1080
484,Nikola Vučević\vucevni01,C,30,CHI,10,10,318,89,177,.503,21,49,.429,68,128,.531,.562,19,22,.864,21,76,97,35,11,10,14,23,218
485,Dean Wade\wadede01,PF,24,CLE,45,12,760,90,205,.439,51,137,.372,39,68,.574,.563,16,21,.762,21,115,136,50,21,16,18,51,247
486,Moritz Wagner\wagnemo01,C,23,TOT,33,14,431,66,135,.489,15,48,.313,51,87,.586,.544,42,54,.778,16,75,91,38,22,8,27,70,189
486,Moritz Wagner\wagnemo01,C,23,WAS,25,13,375,62,122,.508,13,42,.310,49,80,.613,.561,41,52,.788,13,60,73,32,22,8,21,62,178
486,Moritz Wagner\wagnemo01,C,23,BOS,8,1,56,4,13,.308,2,6,.333,2,7,.286,.385,1,2,.500,3,15,18,6,0,0,6,8,11
487,Kemba Walker\walkeke02,PG,30,BOS,35,35,1098,213,536,.397,96,282,.340,117,254,.461,.487,98,104,.942,10,124,134,177,39,10,72,47,620
488,Lonnie Walker\walkelo01,SG,22,SAS,40,30,1025,175,408,.429,68,187,.364,107,221,.484,.512,42,53,.792,10,96,106,64,21,14,40,76,460
489,John Wall\walljo01,PG,30,HOU,35,35,1125,257,635,.405,74,222,.333,183,413,.443,.463,132,181,.729,17,98,115,239,39,27,120,41,720
490,Brad Wanamaker\wanambr01,PG,31,TOT,47,0,787,84,229,.367,16,76,.211,68,153,.444,.402,65,72,.903,12,68,80,132,33,8,52,71,249
490,Brad Wanamaker\wanambr01,PG,31,GSW,39,0,625,61,173,.353,13,61,.213,48,112,.429,.390,50,56,.893,8,58,66,99,26,6,37,55,185
490,Brad Wanamaker\wanambr01,PG,31,CHO,8,0,162,23,56,.411,3,15,.200,20,41,.488,.438,15,16,.938,4,10,14,33,7,2,15,16,64
491,T.J. Warren\warretj01,SF,27,IND,4,4,117,27,51,.529,0,7,.000,27,44,.614,.529,8,10,.800,2,12,14,5,2,0,4,16,62
492,P.J. Washington\washipj01,PF,22,CHO,48,48,1413,199,467,.426,67,181,.370,132,286,.462,.498,91,115,.791,68,239,307,130,47,62,103,128,556
493,Yuta Watanabe\watanyu01,SF,26,TOR,36,1,445,42,102,.412,18,49,.367,24,53,.453,.500,11,14,.786,30,84,114,21,19,15,11,36,113
494,Tremont Waters\watertr01,PG,23,BOS,15,1,112,12,36,.333,6,17,.353,6,19,.316,.417,11,12,.917,3,7,10,34,8,0,13,6,41
495,Paul Watson\watsopa01,SF,26,TOR,24,0,234,25,55,.455,20,44,.455,5,11,.455,.636,2,4,.500,3,32,35,11,5,2,6,31,72
496,Quinndary Weatherspoon\weathqu01,SG,24,SAS,15,0,70,5,15,.333,0,2,.000,5,13,.385,.333,7,8,.875,2,4,6,5,5,2,8,11,17
497,Russell Westbrook\westbru01,PG,32,WAS,46,46,1625,377,864,.436,60,194,.309,317,670,.473,.471,185,295,.627,75,417,492,499,56,18,229,125,999
498,Coby White\whiteco01,PG,20,CHI,50,36,1545,265,646,.410,105,309,.340,160,337,.475,.491,87,96,.906,22,190,212,222,27,8,110,132,722
499,Derrick White\whitede01,SG,26,SAS,28,24,821,139,344,.404,58,181,.320,81,163,.497,.488,72,84,.857,7,69,76,91,22,29,39,76,408
500,Hassan Whiteside\whiteha01,C,31,SAC,31,1,443,103,184,.560,0,1,.000,103,183,.563,.560,36,68,.529,50,127,177,16,7,41,33,56,242
501,Greg Whittington\whittgr01,PF,27,DEN,4,0,12,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
502,Andrew Wiggins\wiggian01,PF,25,GSW,54,54,1763,369,780,.473,107,281,.381,262,499,.525,.542,129,186,.694,55,203,258,125,52,53,101,117,974
503,Grant Williams\willigr01,PF,22,BOS,47,8,873,75,172,.436,36,93,.387,39,79,.494,.541,19,36,.528,39,97,136,48,26,18,40,122,205
504,Kenrich Williams\willike04,PF,26,OKC,54,10,1117,169,314,.538,38,87,.437,131,227,.577,.599,26,46,.565,68,157,225,117,38,12,53,110,402
505,Lou Williams\willilo02,PG,34,TOT,50,3,1110,219,518,.423,56,141,.397,163,377,.432,.477,113,131,.863,17,85,102,175,43,5,78,49,607
505,Lou Williams\willilo02,PG,34,LAC,42,3,918,181,430,.421,45,119,.378,136,311,.437,.473,103,119,.866,15,73,88,144,39,4,66,42,510
505,Lou Williams\willilo02,PG,34,ATL,8,0,192,38,88,.432,11,22,.500,27,66,.409,.494,10,12,.833,2,12,14,31,4,1,12,7,97
506,Patrick Williams\willipa01,PF,19,CHI,52,52,1481,190,400,.475,41,108,.380,149,292,.510,.526,66,86,.767,51,190,241,66,45,35,73,104,487
507,Robert Williams\williro04,C,23,BOS,47,10,888,172,239,.720,0,2,.000,172,237,.726,.720,42,65,.646,121,206,327,83,39,84,48,100,386
508,Zion Williamson\willizi01,PF,20,NOP,49,49,1612,504,813,.620,9,25,.360,495,788,.628,.625,298,424,.703,125,225,350,179,44,33,124,110,1315
509,D.J. Wilson\wilsodj01,PF,24,TOT,25,0,262,40,98,.408,21,55,.382,19,43,.442,.515,8,11,.727,11,58,69,10,4,12,15,33,109
509,D.J. Wilson\wilsodj01,PF,24,MIL,12,0,105,16,43,.372,10,28,.357,6,15,.400,.488,1,2,.500,3,22,25,3,1,4,4,13,43
509,D.J. Wilson\wilsodj01,PF,24,HOU,13,0,157,24,55,.436,11,27,.407,13,28,.464,.536,7,9,.778,8,36,44,7,3,8,11,20,66
510,Dylan Windler\windldy01,SF,24,CLE,31,0,513,57,130,.438,26,77,.338,31,53,.585,.538,21,27,.778,20,87,107,33,19,12,32,37,161
511,Justise Winslow\winslju01,SF,24,MEM,16,0,337,50,146,.342,5,41,.122,45,105,.429,.360,9,16,.563,13,64,77,28,12,7,25,32,114
512,Cassius Winston\winstca01,PG,22,WAS,15,0,86,10,26,.385,7,15,.467,3,11,.273,.519,5,6,.833,0,9,9,10,2,1,1,8,32
513,James Wiseman\wisemja01,C,19,GSW,39,27,836,191,368,.519,12,38,.316,179,330,.542,.535,54,86,.628,55,171,226,26,11,36,60,121,448
514,Christian Wood\woodch01,C,25,HOU,31,31,985,253,475,.533,54,144,.375,199,331,.601,.589,93,144,.646,52,241,293,48,27,38,57,62,653
515,Robert Woodard\woodaro01,SF,21,SAC,11,0,29,7,14,.500,1,4,.250,6,10,.600,.536,3,8,.375,3,8,11,0,0,2,1,2,18
516,Delon Wright\wrighde01,SG-PG,28,TOT,45,31,1232,159,349,.456,38,108,.352,121,241,.502,.510,84,105,.800,45,143,188,197,68,19,55,51,440
516,Delon Wright\wrighde01,SG,28,DET,36,31,1052,136,293,.464,31,89,.348,105,204,.515,.517,71,90,.789,37,127,164,181,58,19,48,45,374
516,Delon Wright\wrighde01,PG,28,SAC,9,0,180,23,56,.411,7,19,.368,16,37,.432,.473,13,15,.867,8,16,24,16,10,0,7,6,66
517,Thaddeus Young\youngth01,PF,32,CHI,49,16,1218,276,472,.585,6,27,.222,270,445,.607,.591,49,79,.620,119,194,313,209,58,30,98,118,607
518,Trae Young\youngtr01,PG,22,ATL,50,50,1714,388,891,.435,117,324,.361,271,567,.478,.501,378,436,.867,32,166,198,475,41,11,214,97,1271
519,Cody Zeller\zelleco01,C,28,CHO,34,20,730,124,233,.532,3,24,.125,121,209,.579,.539,58,79,.734,90,156,246,68,23,14,34,79,309
520,Ivica Zubac\zubaciv01,C,23,LAC,56,17,1237,195,299,.652,0,3,.000,195,296,.659,.652,104,129,.806,150,257,407,67,21,49,60,142,494
