Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
283,Caris LeVert\leverca01,SG,26,IND,17,17,32.9,6.6,15.4,.427,1.5,5.4,.283,5.1,10.0,.506,.477,2.9,3.6,.820,0.6,3.9,4.6,4.5,1.6,0.5,1.7,2.1,17.6
284,Kira Lewis Jr.\lewiski01,PG,19,NOP,36,0,15.9,2.6,6.3,.420,0.8,2.1,.351,1.9,4.1,.456,.480,0.6,0.8,.767,0.2,1.0,1.2,2.3,0.8,0.2,0.6,1.6,6.7
285,Damian Lillard\lillada01,PG,30,POR,52,52,35.9,8.8,20.1,.440,4.1,10.8,.379,4.8,9.3,.510,.541,6.9,7.5,.925,0.5,3.7,4.2,7.7,0.9,0.3,3.2,1.6,28.7
286,Nassir Little\littlna01,PF,20,POR,35,2,14.1,1.8,3.8,.485,0.7,1.9,.382,1.1,1.8,.594,.583,0.9,1.1,.868,0.7,2.0,2.7,0.5,0.1,0.3,0.4,1.2,5.3
287,Kevon Looney\looneke01,C,24,GSW,43,16,16.0,1.5,2.7,.551,0.1,0.3,.308,1.4,2.4,.581,.568,0.5,0.7,.690,1.7,2.5,4.1,1.9,0.4,0.4,0.6,2.0,3.6
288,Brook Lopez\lopezbr01,C,32,MIL,52,52,27.3,4.2,8.8,.479,1.4,4.3,.338,2.8,4.5,.613,.561,1.5,1.8,.849,1.4,3.5,4.9,0.8,0.6,1.4,0.9,2.0,11.4
289,Robin Lopez\lopezro01,C,32,WAS,53,9,20.3,3.7,5.9,.625,0.1,0.3,.278,3.6,5.5,.646,.633,1.4,2.0,.708,2.1,2.0,4.1,0.9,0.3,0.6,1.1,1.7,8.9
290,Kevin Love\loveke01,PF,32,CLE,10,10,20.3,3.4,8.7,.391,2.2,5.9,.373,1.2,2.8,.429,.517,2.0,2.6,.769,0.6,4.8,5.4,2.0,0.6,0.2,1.5,1.2,11.0
291,Kyle Lowry\lowryky01,PG,34,TOR,40,40,34.6,5.6,12.9,.437,2.7,6.9,.391,2.9,6.0,.490,.542,3.1,3.6,.880,0.8,4.7,5.5,7.3,1.1,0.3,2.9,3.2,17.1
292,Timothé Luwawu-Cabarrot\luwawti01,SF,25,BRK,47,7,19.3,2.3,6.5,.359,1.4,4.4,.316,1.0,2.1,.450,.466,0.6,0.8,.806,0.5,1.9,2.4,1.3,0.6,0.1,0.8,1.9,6.7
293,Trey Lyles\lylestr01,PF,25,SAS,23,9,15.6,1.9,3.9,.478,0.6,1.7,.350,1.3,2.2,.580,.556,0.7,1.0,.652,0.4,3.3,3.7,0.6,0.3,0.0,0.3,0.6,5.0
294,Will Magnay\magnawi01,C,22,NOP,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
295,Thon Maker\makerth01,C,23,CLE,8,0,9.5,1.3,2.3,.556,0.0,0.3,.000,1.3,2.0,.625,.556,1.3,1.4,.909,1.0,1.3,2.3,0.5,0.3,0.5,0.4,0.9,3.8
296,Théo Maledon\maledth01,PG,19,OKC,48,32,27.3,3.4,9.0,.374,1.7,4.7,.356,1.7,4.3,.393,.466,1.3,1.7,.756,0.4,3.0,3.4,3.4,0.9,0.1,2.1,2.1,9.7
297,Karim Mané\maneka01,PG,20,ORL,10,0,8.8,0.3,1.3,.231,0.1,0.2,.500,0.2,1.1,.182,.269,0.4,0.5,.800,0.1,1.3,1.4,0.4,0.0,0.2,0.3,1.0,1.1
298,Terance Mann\mannte01,SG,24,LAC,53,4,18.2,2.5,4.9,.504,0.5,1.2,.429,2.0,3.7,.528,.556,1.0,1.3,.779,0.9,2.8,3.7,1.6,0.5,0.2,0.6,1.9,6.5
299,Nico Mannion\mannini01,PG,19,GSW,20,1,14.0,1.6,4.5,.344,0.9,2.5,.367,0.7,2.1,.317,.444,1.0,1.3,.800,0.1,1.5,1.6,2.6,0.7,0.1,1.2,1.3,5.0
300,Boban Marjanović\marjabo01,C,32,DAL,24,3,9.0,2.0,4.3,.480,0.0,0.3,.000,2.0,4.0,.510,.480,0.8,1.1,.769,1.6,2.8,4.4,0.3,0.0,0.2,0.4,1.0,4.9
301,Lauri Markkanen\markkla01,PF,23,CHI,33,25,27.9,5.5,11.3,.487,2.4,6.1,.390,3.2,5.3,.598,.591,1.9,2.3,.840,0.8,4.8,5.6,0.9,0.4,0.4,1.2,1.5,15.3
302,Naji Marshall\marshna01,SF,23,NOP,14,3,14.5,1.1,3.2,.333,0.3,1.2,.235,0.8,2.0,.393,.378,1.5,2.1,.700,0.1,2.3,2.4,1.8,0.5,0.4,0.4,1.6,3.9
303,Caleb Martin\martica02,SF,25,CHO,39,2,14.2,1.8,4.8,.387,0.6,2.2,.282,1.2,2.6,.475,.452,0.6,1.0,.615,0.6,2.1,2.7,1.3,0.7,0.2,0.7,1.0,4.9
304,Cody Martin\martico01,SF,25,CHO,41,2,14.3,1.5,3.4,.447,0.3,1.1,.261,1.2,2.3,.537,.489,0.4,0.8,.563,0.8,1.7,2.5,1.4,0.5,0.2,0.7,0.9,3.8
305,Kelan Martin\martike03,SF,25,IND,19,0,5.2,0.7,1.8,.382,0.3,0.8,.313,0.4,0.9,.444,.456,0.2,0.2,1.000,0.2,0.8,1.1,0.2,0.3,0.1,0.3,0.5,1.8
306,Kenyon Martin Jr.\martike04,SF,20,HOU,27,0,19.3,2.7,4.9,.553,0.4,1.1,.400,2.3,3.8,.598,.598,1.2,1.6,.750,1.7,2.9,4.6,0.7,0.5,1.0,0.7,1.7,7.1
307,Frank Mason III\masonfr01,PG,26,ORL,4,1,19.8,2.3,6.0,.375,0.5,1.3,.400,1.8,4.8,.368,.417,1.3,1.8,.714,0.8,2.3,3.0,3.0,0.0,0.0,1.3,1.8,6.3
308,Garrison Mathews\mathega01,SG,24,WAS,47,22,18.4,1.8,4.1,.428,1.4,3.4,.409,0.4,0.7,.514,.595,1.4,1.6,.892,0.3,1.3,1.6,0.5,0.5,0.1,0.2,1.8,6.3
309,Dakota Mathias\mathida01,SG,25,PHI,8,2,15.4,2.4,6.0,.396,1.0,3.3,.308,1.4,2.8,.500,.479,0.3,0.8,.333,0.1,0.8,0.9,1.6,0.1,0.4,0.1,0.9,6.0
310,Wesley Matthews\matthwe02,SG,34,LAL,46,6,19.9,1.5,4.3,.347,1.2,3.4,.338,0.3,0.9,.381,.480,0.7,0.8,.857,0.3,1.3,1.6,1.0,0.7,0.3,0.5,1.5,4.8
311,Tyrese Maxey\maxeyty01,SG,20,PHI,46,6,14.1,2.9,6.5,.446,0.4,1.5,.275,2.5,5.0,.498,.478,0.7,0.8,.868,0.2,1.3,1.5,1.6,0.3,0.2,0.6,1.2,6.9
312,Skylar Mays\mayssk01,SG,23,ATL,26,0,7.6,1.1,2.7,.400,0.4,1.1,.345,0.7,1.6,.439,.471,0.7,0.8,.857,0.3,0.6,1.0,0.8,0.4,0.0,0.3,0.5,3.2
313,Patrick McCaw\mccawpa01,SF,25,TOR,5,0,6.6,0.2,0.2,1.000,0.0,0.0,,0.2,0.2,1.000,1.000,0.6,0.6,1.000,0.2,0.4,0.6,0.8,0.4,0.0,0.0,1.2,1.0
314,CJ McCollum\mccolcj01,SG,29,POR,29,29,33.2,8.5,19.1,.445,3.9,9.8,.401,4.6,9.3,.491,.548,2.3,2.7,.848,0.6,3.3,3.9,4.7,1.0,0.5,1.3,1.9,23.2
315,T.J. McConnell\mccontj01,PG,28,IND,50,2,25.6,3.7,6.6,.560,0.2,0.6,.300,3.5,6.0,.586,.574,0.4,0.6,.625,0.8,2.9,3.6,6.5,1.7,0.4,1.9,1.6,8.0
316,Jaden McDaniels\mcdanja02,PF,20,MIN,48,14,22.8,2.5,5.8,.434,1.1,3.1,.361,1.4,2.8,.515,.529,0.5,0.8,.595,0.8,2.9,3.7,1.1,0.5,1.0,0.7,2.6,6.6
317,Jalen McDaniels\mcdanja01,SF,23,CHO,28,5,13.9,2.3,4.6,.504,0.6,1.6,.356,1.8,3.0,.583,.566,0.7,1.0,.704,0.5,2.0,2.5,0.8,0.3,0.3,0.7,1.8,5.9
318,Doug McDermott\mcderdo01,PF,29,IND,51,19,24.4,5.1,9.8,.520,1.7,4.4,.381,3.5,5.5,.631,.605,1.2,1.4,.845,1.0,2.6,3.6,1.3,0.3,0.1,0.9,1.7,13.1
319,Sean McDermott\mcderse01,SF,24,MEM,15,0,10.2,0.9,2.2,.394,0.3,1.5,.227,0.5,0.7,.727,.470,0.5,0.5,1.000,0.4,0.9,1.3,0.3,0.1,0.2,0.3,0.5,2.6
320,JaVale McGee\mcgeeja01,C,33,TOT,37,1,14.7,3.2,6.2,.522,0.1,0.5,.250,3.1,5.6,.548,.533,1.0,1.6,.644,1.6,3.5,5.1,0.9,0.5,1.1,1.4,2.5,7.6
320,JaVale McGee\mcgeeja01,C,33,CLE,33,1,15.2,3.4,6.5,.521,0.2,0.6,.250,3.2,5.9,.549,.533,1.1,1.7,.655,1.6,3.5,5.2,1.0,0.5,1.2,1.4,2.4,8.0
320,JaVale McGee\mcgeeja01,C,33,DEN,4,0,10.0,1.8,3.3,.538,0.0,0.0,,1.8,3.3,.538,.538,0.5,1.0,.500,1.5,3.5,5.0,0.3,0.5,0.5,1.5,2.8,4.0
321,Rodney McGruder\mcgruro01,SG,29,DET,16,2,12.1,2.3,4.4,.529,0.7,1.5,.458,1.6,2.9,.565,.607,0.4,0.5,.750,0.5,0.9,1.4,1.0,0.5,0.1,0.4,0.8,5.7
322,Alfonzo McKinnie\mckinal01,SF,28,LAL,32,0,6.2,1.1,2.1,.515,0.4,0.9,.414,0.7,1.2,.595,.606,0.3,0.5,.529,0.4,0.9,1.3,0.2,0.1,0.0,0.1,0.6,2.8
323,Jordan McLaughlin\mclaujo01,PG,24,MIN,35,2,20.1,2.1,5.4,.386,0.6,1.8,.344,1.5,3.6,.408,.444,0.5,0.6,.727,0.4,1.7,2.2,4.2,1.1,0.2,1.1,0.9,5.3
324,Ben McLemore\mclembe01,SG,27,TOT,36,4,16.9,2.5,7.0,.360,1.8,5.3,.333,0.8,1.8,.438,.484,0.8,1.1,.744,0.4,1.7,2.0,0.8,0.6,0.1,0.9,1.7,7.6
324,Ben McLemore\mclembe01,SG,27,HOU,32,4,16.8,2.5,7.0,.357,1.7,5.2,.331,0.8,1.8,.431,.480,0.7,1.0,.719,0.3,1.7,2.1,0.9,0.6,0.1,0.9,1.6,7.4
324,Ben McLemore\mclembe01,SG,27,LAL,4,0,17.8,2.8,7.3,.379,2.0,5.8,.348,0.8,1.5,.500,.517,1.5,1.8,.857,0.5,1.3,1.8,0.5,0.3,0.0,0.8,2.8,9.0
325,Nicolò Melli\mellini01,PF,30,TOT,31,4,12.7,0.9,2.9,.297,0.4,1.8,.232,0.5,1.1,.400,.368,0.3,0.3,.900,0.6,2.1,2.7,1.0,0.4,0.1,0.3,1.5,2.5
325,Nicolò Melli\mellini01,PF,30,NOP,22,0,11.0,0.7,2.7,.254,0.3,1.7,.189,0.4,1.0,.364,.314,0.3,0.3,.857,0.5,2.0,2.6,1.1,0.4,0.0,0.3,1.3,2.0
325,Nicolò Melli\mellini01,PF,30,DAL,9,4,16.9,1.3,3.6,.375,0.7,2.1,.316,0.7,1.4,.462,.469,0.3,0.3,1.000,0.7,2.2,2.9,0.8,0.2,0.1,0.2,2.1,3.7
326,De'Anthony Melton\meltode01,PG,22,MEM,35,1,19.9,3.7,7.8,.480,1.8,4.0,.453,1.9,3.8,.507,.595,0.8,1.0,.771,0.7,2.5,3.2,2.7,1.2,0.5,1.2,1.7,10.1
327,Sam Merrill\merrisa01,SG,24,MIL,23,1,8.0,1.2,2.6,.458,0.8,1.7,.462,0.4,0.9,.450,.610,0.2,0.2,1.000,0.3,0.9,1.1,0.8,0.2,0.0,0.4,0.6,3.3
328,Chimezie Metu\metuch01,C,23,SAC,21,0,9.1,1.8,3.2,.567,0.1,0.4,.375,1.7,2.8,.593,.590,0.5,0.9,.611,1.0,1.7,2.7,0.7,0.2,0.5,0.6,1.5,4.3
329,Khris Middleton\middlkh01,SF,29,MIL,51,51,33.5,7.5,15.6,.482,2.2,5.0,.435,5.4,10.6,.504,.551,3.0,3.4,.886,0.8,5.2,6.0,5.4,1.1,0.2,2.8,2.4,20.3
330,Darius Miller\milleda01,SF,30,OKC,18,0,10.9,1.2,2.7,.458,0.9,2.3,.405,0.3,0.3,.833,.635,0.7,0.7,1.000,0.1,1.2,1.3,1.2,0.7,0.3,0.4,0.7,4.1
331,Patty Mills\millspa02,PG,32,SAS,51,0,25.6,4.1,9.6,.429,2.6,6.6,.389,1.5,3.0,.516,.563,1.1,1.2,.905,0.3,1.4,1.7,2.5,0.7,0.0,0.9,1.3,12.0
332,Paul Millsap\millspa01,PF,35,DEN,42,34,22.1,3.4,6.9,.495,1.0,2.6,.382,2.4,4.3,.564,.567,1.2,1.8,.703,1.4,3.3,4.7,1.6,0.9,0.6,0.9,2.1,9.0
333,Shake Milton\miltosh01,SG,24,PHI,46,2,24.0,5.0,11.1,.452,1.0,3.2,.322,4.0,7.8,.506,.499,2.6,3.0,.857,0.6,1.7,2.3,3.0,0.6,0.3,1.7,2.2,13.7
334,Donovan Mitchell\mitchdo01,PG,24,UTA,52,52,33.7,9.1,20.7,.438,3.4,8.7,.385,5.7,12.0,.476,.519,5.0,6.0,.842,0.9,3.5,4.4,5.3,1.0,0.3,2.7,2.2,26.5
335,Adam Mokoka\mokokad01,SG,22,CHI,9,0,5.2,0.7,1.7,.400,0.1,0.9,.125,0.6,0.8,.714,.433,0.0,0.0,,0.1,0.3,0.4,0.4,0.2,0.1,0.2,0.6,1.4
336,Malik Monk\monkma01,SG,22,CHO,32,0,21.7,4.6,10.1,.460,2.2,5.2,.424,2.4,4.9,.497,.568,1.7,2.0,.815,0.4,2.3,2.7,1.9,0.5,0.1,1.5,1.2,13.1
337,E'Twaun Moore\mooreet01,SG,31,PHO,24,1,14.5,1.8,4.3,.422,0.3,1.2,.276,1.5,3.0,.479,.461,0.3,0.4,.800,0.5,1.2,1.8,1.5,0.6,0.2,0.8,1.3,4.3
338,Ja Morant\moranja01,PG,21,MEM,44,44,31.8,6.8,15.2,.447,0.9,3.5,.270,5.8,11.7,.499,.478,4.4,6.0,.739,0.9,2.5,3.5,7.4,0.9,0.2,3.1,1.4,18.9
339,Juwan Morgan\morgaju01,PF,23,UTA,19,0,4.4,0.4,0.9,.412,0.2,0.6,.273,0.2,0.3,.667,.500,0.1,0.3,.200,0.3,0.5,0.8,0.2,0.2,0.0,0.1,0.7,0.9
340,Marcus Morris\morrima03,PF,31,LAC,44,16,25.9,4.8,10.1,.469,2.5,5.2,.476,2.3,4.9,.461,.591,1.1,1.3,.831,0.6,3.5,4.1,1.0,0.6,0.3,0.9,2.1,13.1
341,Markieff Morris\morrima02,PF,31,LAL,48,24,20.2,2.8,6.2,.445,1.3,3.5,.355,1.5,2.7,.562,.545,0.6,0.9,.732,0.8,3.8,4.6,1.1,0.3,0.3,0.9,1.9,7.4
342,Monte Morris\morrimo01,PG,25,DEN,42,11,26.3,4.0,8.3,.479,1.1,3.0,.381,2.8,5.3,.534,.547,1.3,1.6,.783,0.2,2.0,2.2,3.3,0.7,0.3,0.8,1.0,10.4
343,Mychal Mulder\muldemy01,PG,26,GSW,43,2,9.9,1.3,3.0,.415,1.0,2.6,.378,0.3,0.4,.632,.577,0.3,0.4,.579,0.0,0.8,0.8,0.4,0.2,0.2,0.2,0.7,3.7
344,Dejounte Murray\murrade01,PG,24,SAS,50,50,31.7,6.6,14.6,.456,1.0,3.0,.318,5.7,11.5,.492,.489,1.6,2.0,.820,0.7,6.1,6.8,5.2,1.6,0.1,1.7,2.1,15.9
345,Jamal Murray\murraja01,PG,23,DEN,48,48,35.5,7.9,16.5,.477,2.7,6.6,.408,5.2,9.9,.523,.559,2.8,3.2,.869,0.8,3.3,4.0,4.8,1.3,0.3,2.3,2.0,21.2
346,Mike Muscala\muscami01,C,29,OKC,35,0,18.4,3.4,7.6,.446,1.9,5.3,.370,1.5,2.4,.614,.573,0.9,1.0,.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5,9.7
347,Sviatoslav Mykhailiuk\mykhasv01,SF-SG,23,TOT,50,12,19.3,2.7,6.8,.400,1.6,4.6,.341,1.1,2.2,.528,.516,0.7,0.8,.786,0.4,1.9,2.3,1.6,0.8,0.2,1.2,0.8,7.7
347,Sviatoslav Mykhailiuk\mykhasv01,SF,23,DET,36,5,17.6,2.3,6.2,.377,1.6,4.8,.333,0.8,1.4,.519,.504,0.7,0.8,.800,0.3,1.8,2.1,1.6,0.8,0.2,1.1,0.9,6.9
347,Sviatoslav Mykhailiuk\mykhasv01,SG,23,OKC,14,7,23.6,3.7,8.4,.444,1.6,4.4,.361,2.1,4.0,.536,.538,0.6,0.9,.750,0.6,2.4,3.0,1.6,0.9,0.1,1.5,0.6,9.6
348,Abdel Nader\naderab01,SF,27,PHO,24,0,14.8,2.4,4.8,.491,0.8,1.8,.419,1.6,3.0,.534,.569,1.2,1.5,.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,6.7
349,Larry Nance Jr.\nancela02,PF,28,CLE,29,27,32.8,4.0,8.1,.487,1.2,3.3,.379,2.7,4.9,.560,.564,0.9,1.4,.634,1.7,5.3,7.1,3.1,1.8,0.6,1.5,2.1,10.1
350,Aaron Nesmith\nesmiaa01,SF,21,BOS,30,0,13.3,1.2,3.1,.372,0.7,2.2,.328,0.4,0.9,.481,.489,0.4,0.5,.688,0.5,1.7,2.2,0.3,0.3,0.2,0.5,1.4,3.4
351,Raul Neto\netora01,PG,28,WAS,47,8,20.5,3.2,7.1,.449,1.0,2.6,.366,2.2,4.5,.498,.516,0.9,1.1,.827,0.4,1.8,2.2,2.1,1.1,0.1,0.8,1.6,8.3
352,Georges Niang\niangge01,PF,27,UTA,55,1,14.3,2.1,4.8,.435,1.5,3.5,.410,0.6,1.2,.507,.588,0.1,0.1,1.000,0.3,1.9,2.2,0.7,0.3,0.1,0.6,1.5,5.7
353,Zeke Nnaji\nnajize01,PF,20,DEN,34,1,10.0,1.3,2.6,.506,0.6,1.5,.400,0.7,1.1,.649,.621,0.4,0.4,.800,0.4,1.3,1.6,0.2,0.1,0.1,0.2,0.8,3.5
354,Nerlens Noel\noelne01,C,26,NYK,49,26,23.1,2.1,3.6,.600,0.0,0.0,.000,2.1,3.5,.607,.600,0.7,1.0,.660,2.2,4.0,6.3,0.7,1.1,2.1,1.2,2.7,5.0
355,Jaylen Nowell\nowelja01,SG,21,MIN,37,0,19.0,3.7,8.5,.433,1.3,3.7,.341,2.4,4.8,.506,.508,1.1,1.4,.824,0.5,1.9,2.4,1.6,0.6,0.3,0.7,1.8,9.8
356,Frank Ntilikina\ntilila01,PG,22,NYK,21,4,12.0,1.1,3.0,.359,0.8,1.8,.459,0.3,1.3,.222,.492,0.3,0.7,.500,0.2,1.0,1.1,0.7,0.7,0.0,0.5,1.6,3.3
357,Kendrick Nunn\nunnke01,PG,25,MIA,40,28,28.5,5.2,11.3,.457,2.0,5.4,.364,3.2,5.9,.542,.544,1.1,1.2,.913,0.4,2.7,3.2,2.7,1.0,0.3,1.6,1.9,13.4
358,Jusuf Nurkić\nurkiju01,C,26,POR,20,20,22.5,3.7,7.5,.497,0.4,1.1,.333,3.4,6.4,.523,.520,1.5,2.5,.580,1.9,5.7,7.6,3.2,1.0,0.9,2.1,3.1,9.2
359,David Nwaba\nwabada01,SF,28,HOU,30,9,22.6,3.5,7.3,.486,0.6,2.1,.270,3.0,5.2,.574,.525,1.6,2.3,.691,1.3,2.6,3.9,1.0,1.0,0.7,0.6,2.0,9.2
360,Jordan Nwora\nworajo01,SF,22,MIL,21,2,9.9,2.0,4.5,.432,0.9,2.1,.422,1.0,2.4,.440,.532,0.7,0.9,.789,0.2,1.7,1.9,0.3,0.6,0.2,0.8,0.7,5.5
361,Royce O'Neale\onealro01,SF,27,UTA,54,54,31.9,2.3,5.4,.430,1.5,3.9,.374,0.9,1.5,.573,.565,0.6,0.7,.850,1.2,5.6,6.9,2.5,0.8,0.5,1.1,2.8,6.8
362,Semi Ojeleye\ojelese01,PF,26,BOS,45,9,18.0,1.6,4.1,.400,1.2,3.0,.388,0.5,1.1,.431,.541,0.5,0.7,.750,0.6,2.2,2.7,0.7,0.2,0.0,0.4,1.1,5.0
363,Jahlil Okafor\okafoja01,C,25,DET,14,0,10.3,2.1,3.6,.600,0.1,0.3,.250,2.1,3.3,.630,.610,0.5,0.6,.875,0.9,1.4,2.3,0.5,0.1,0.1,0.4,1.1,4.9
364,Chuma Okeke\okekech01,PF,22,ORL,37,11,24.2,2.6,6.2,.424,1.0,2.8,.350,1.6,3.4,.484,.502,0.6,0.8,.774,0.9,3.1,4.1,2.2,0.8,0.5,0.8,1.1,6.9
365,Josh Okogie\okogijo01,SG,22,MIN,42,26,20.7,1.6,4.4,.370,0.5,1.8,.250,1.2,2.6,.454,.421,1.4,1.7,.819,0.9,1.6,2.5,1.1,1.0,0.4,0.8,2.2,5.1
366,Onyeka Okongwu\okongon01,C,20,ATL,33,2,10.8,1.6,2.6,.616,0.0,0.0,.000,1.6,2.6,.624,.616,0.7,1.2,.585,1.0,2.0,3.0,0.2,0.4,0.6,0.5,1.9,3.9
367,Isaac Okoro\okorois01,SG,20,CLE,48,48,31.8,3.1,7.1,.430,0.9,2.8,.316,2.2,4.3,.505,.493,1.3,1.8,.705,0.9,1.9,2.8,1.8,1.0,0.4,1.4,2.8,8.3
368,KZ Okpala\okpalkz01,PF,21,MIA,26,9,12.5,1.0,2.5,.409,0.4,1.4,.297,0.6,1.1,.552,.492,0.1,0.2,.333,0.6,1.3,1.9,0.4,0.2,0.3,0.5,1.7,2.6
369,Victor Oladipo\oladivi01,SG,28,TOT,33,33,32.7,7.1,17.5,.408,2.4,7.2,.326,4.8,10.2,.466,.476,3.2,4.2,.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5,19.8
369,Victor Oladipo\oladivi01,SG,28,IND,9,9,33.3,7.1,16.9,.421,2.8,7.7,.362,4.3,9.2,.470,.503,3.0,4.1,.730,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0
369,Victor Oladipo\oladivi01,SG,28,HOU,20,20,33.5,7.8,19.1,.407,2.5,7.7,.320,5.3,11.4,.465,.471,3.3,4.2,.783,0.4,4.4,4.8,5.0,1.2,0.5,2.6,2.3,21.2
369,Victor Oladipo\oladivi01,SG,28,MIA,4,4,27.8,4.0,10.8,.372,1.0,4.3,.235,3.0,6.5,.462,.419,3.0,4.5,.667,0.8,2.8,3.5,3.5,1.8,0.5,3.5,3.3,12.0
370,Kelly Olynyk\olynyke01,C-PF,29,TOT,53,45,27.4,4.2,9.1,.465,1.8,5.5,.327,2.4,3.5,.681,.564,1.1,1.3,.803,1.1,5.3,6.4,2.2,0.9,0.6,1.4,2.8,11.3
370,Kelly Olynyk\olynyke01,C,29,MIA,43,38,26.9,3.8,8.7,.431,1.8,5.7,.317,2.0,3.1,.639,.533,0.7,0.9,.775,1.0,5.0,6.1,2.1,0.9,0.6,1.3,2.9,10.0
370,Kelly Olynyk\olynyke01,PF,29,HOU,10,7,29.6,6.2,10.6,.585,1.9,5.1,.373,4.3,5.5,.782,.675,2.6,3.1,.839,1.5,6.4,7.9,2.8,0.9,0.7,1.9,2.7,16.9
371,Miye Oni\onimi01,SG,23,UTA,39,0,9.0,0.7,2.0,.354,0.6,1.8,.343,0.1,0.2,.444,.506,0.1,0.2,.833,0.5,1.2,1.7,0.4,0.2,0.2,0.3,1.1,2.2
372,Cedi Osman\osmande01,SF,25,CLE,48,17,24.3,3.5,9.7,.360,1.6,5.4,.300,1.9,4.3,.436,.444,1.1,1.5,.750,0.6,2.7,3.3,2.6,0.9,0.2,1.1,1.8,9.7
373,Daniel Oturu\oturuda01,C,21,LAC,21,0,3.9,0.6,1.1,.500,0.0,0.0,.000,0.6,1.1,.522,.500,0.1,0.2,.500,0.4,0.6,1.0,0.3,0.0,0.1,0.2,0.6,1.2
374,Kelly Oubre Jr.\oubreke01,SF,25,GSW,50,50,30.8,5.8,13.2,.439,1.6,5.2,.317,4.1,8.0,.519,.502,2.1,3.0,.698,1.4,4.6,6.0,1.4,1.1,0.8,1.2,2.3,15.3
375,Jabari Parker\parkeja01,PF,25,SAC,3,0,9.0,1.3,2.3,.571,0.0,0.3,.000,1.3,2.0,.667,.571,0.0,0.0,,0.3,1.7,2.0,0.3,0.0,0.3,1.0,1.3,2.7
376,Eric Paschall\pascher01,PF,24,GSW,39,2,17.3,3.7,7.5,.491,0.4,1.4,.321,3.3,6.2,.529,.520,1.6,2.3,.719,0.7,2.5,3.2,1.3,0.3,0.2,1.1,1.7,9.5
377,Anžejs Pasečņiks\pasecan01,C,25,WAS,1,0,6.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0
378,Patrick Patterson\pattepa01,PF,31,LAC,27,2,13.9,1.7,3.9,.448,1.0,2.6,.366,0.8,1.3,.618,.571,0.4,0.5,.786,0.4,1.4,1.8,0.8,0.4,0.3,0.3,1.3,4.9
379,Justin Patton\pattoju01,C,23,HOU,13,6,19.0,2.2,5.4,.414,0.7,2.6,.265,1.5,2.8,.556,.479,0.2,0.3,.750,1.1,2.7,3.8,1.1,0.9,1.1,0.3,2.6,5.4
380,Chris Paul\paulch01,PG,35,PHO,53,53,31.6,6.0,12.3,.486,1.3,3.6,.366,4.7,8.7,.536,.540,2.5,2.7,.931,0.4,4.2,4.6,8.7,1.5,0.2,2.2,2.4,15.8
381,Cameron Payne\payneca01,PG,26,PHO,43,0,17.2,2.7,5.7,.470,1.0,2.5,.411,1.7,3.3,.514,.559,0.8,0.9,.892,0.2,2.1,2.3,3.7,0.6,0.2,1.0,1.7,7.2
382,Elfrid Payton\paytoel01,PG,26,NYK,46,46,26.1,5.0,11.1,.448,0.5,1.8,.286,4.5,9.3,.480,.472,1.5,2.1,.701,1.2,2.4,3.6,3.4,0.8,0.2,1.7,1.9,12.0
383,Gary Payton II\paytoga02,PG,28,GSW,2,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
384,Norvel Pelle\pelleno01,C,27,TOT,6,0,6.0,0.5,1.3,.375,0.0,0.0,,0.5,1.3,.375,.375,0.7,1.0,.667,0.7,1.2,1.8,0.2,0.0,0.8,0.5,1.7,1.7
384,Norvel Pelle\pelleno01,C,27,BRK,3,0,9.3,1.0,2.3,.429,0.0,0.0,,1.0,2.3,.429,.429,0.0,0.0,,1.0,1.3,2.3,0.0,0.0,1.0,1.0,3.0,2.0
384,Norvel Pelle\pelleno01,C,27,SAC,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,3.0,4.0,.750,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0
384,Norvel Pelle\pelleno01,C,27,NYK,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.5,1.0,.500,0.0,1.5,1.5,0.0,0.0,1.0,0.0,0.0,0.5
385,Reggie Perry\perryre01,PF,20,BRK,20,0,9.8,1.6,3.7,.419,0.2,1.0,.200,1.4,2.7,.500,.446,0.5,0.7,.769,1.2,2.1,3.3,0.7,0.3,0.3,0.7,1.8,3.8
