Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
386,Theo Pinson\pinsoth01,SG,25,NYK,14,0,2.2,0.1,0.6,.111,0.0,0.6,.000,0.1,0.1,1.000,.111,0.0,0.0,,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.3,0.1
387,Mason Plumlee\plumlma01,C,30,DET,50,50,27.1,4.2,6.9,.603,0.0,0.1,.000,4.2,6.8,.615,.603,2.0,3.0,.662,2.6,6.4,9.1,3.5,0.8,0.9,1.9,3.3,10.3
388,Jakob Poeltl\poeltja01,C,25,SAS,52,34,26.0,3.7,5.9,.630,0.0,0.0,,3.7,5.9,.630,.630,0.7,1.8,.413,3.3,4.7,8.0,1.9,0.6,1.6,1.2,2.3,8.1
389,Vincent Poirier\poirivi01,C,27,PHI,10,0,3.9,0.3,1.2,.250,0.0,0.1,.000,0.3,1.1,.273,.250,0.2,0.6,.333,0.6,0.8,1.4,0.2,0.0,0.3,0.4,0.8,0.8
390,Aleksej Pokusevski\pokusal01,PF,19,OKC,33,16,23.5,2.8,8.5,.333,1.3,4.5,.289,1.5,3.9,.385,.410,0.7,0.8,.846,0.7,4.1,4.8,1.9,0.4,1.0,1.9,1.2,7.6
391,Jordan Poole\poolejo01,SG,21,GSW,33,6,17.5,3.7,8.3,.440,1.6,4.7,.348,2.0,3.6,.558,.538,1.5,1.7,.911,0.2,1.3,1.5,1.8,0.4,0.1,0.9,1.5,10.5
392,Jontay Porter\portejo01,PF,21,MEM,5,0,3.8,0.4,1.4,.286,0.2,1.0,.200,0.2,0.4,.500,.357,0.0,0.0,,0.4,1.4,1.8,0.2,0.4,0.0,1.0,1.2,1.0
393,Kevin Porter Jr.\porteke02,SG,20,HOU,17,14,31.1,5.8,13.6,.427,1.5,5.7,.268,4.3,7.9,.541,.483,2.2,3.2,.704,0.6,3.3,3.9,6.6,0.9,0.4,3.5,2.2,15.4
394,Michael Porter Jr.\portemi01,SF,22,DEN,44,37,30.5,6.7,12.5,.534,2.4,5.6,.421,4.3,6.9,.625,.628,1.6,2.1,.763,1.9,5.9,7.8,1.0,0.6,0.9,1.1,2.1,17.3
395,Otto Porter\porteot01,SF-PF,27,TOT,28,6,21.6,3.5,8.1,.432,1.4,3.7,.375,2.1,4.4,.480,.518,1.3,1.5,.857,1.0,4.4,5.4,2.0,0.6,0.1,0.9,1.5,9.7
395,Otto Porter\porteot01,SF,27,CHI,25,6,21.6,3.6,8.1,.441,1.5,3.8,.400,2.0,4.3,.477,.535,1.2,1.5,.838,1.1,4.4,5.5,2.0,0.5,0.2,1.0,1.5,9.9
395,Otto Porter\porteot01,PF,27,ORL,3,0,22.0,3.0,8.3,.360,0.3,3.0,.111,2.7,5.3,.500,.380,1.7,1.7,1.000,0.0,4.7,4.7,1.7,1.3,0.0,0.0,1.3,8.0
396,Bobby Portis\portibo01,C,25,MIL,49,5,21.5,4.8,9.1,.527,1.1,2.4,.471,3.6,6.6,.548,.590,0.7,0.9,.739,1.8,5.5,7.3,1.1,0.8,0.4,0.9,1.7,11.4
397,Kristaps Porziņģis\porzikr01,C,25,DAL,34,34,31.0,7.9,16.4,.480,2.3,6.3,.369,5.6,10.1,.549,.551,2.6,3.2,.833,2.0,7.4,9.4,1.6,0.4,1.6,1.4,2.7,20.7
398,Dwight Powell\poweldw01,C,29,DAL,39,8,14.6,1.5,2.9,.513,0.1,0.5,.250,1.4,2.4,.568,.535,1.5,2.0,.779,1.2,2.2,3.3,0.8,0.6,0.3,0.5,2.2,4.7
399,Norman Powell\powelno01,SG-SF,27,TOT,52,41,30.8,6.5,13.3,.489,2.7,6.2,.430,3.8,7.0,.541,.590,3.4,4.0,.855,0.6,2.5,3.1,1.8,1.2,0.3,1.8,2.3,19.0
399,Norman Powell\powelno01,SG,27,TOR,42,31,30.4,6.7,13.5,.498,2.8,6.4,.439,3.9,7.1,.552,.602,3.4,3.9,.865,0.5,2.5,3.0,1.8,1.1,0.2,1.8,2.3,19.6
399,Norman Powell\powelno01,SF,27,POR,10,10,32.7,5.5,12.3,.447,2.1,5.4,.389,3.4,6.9,.493,.533,3.6,4.4,.818,1.1,2.4,3.5,1.4,1.6,0.5,1.7,2.3,16.7
400,Taurean Prince\princta02,PF,26,TOT,36,10,22.0,3.0,7.9,.384,1.4,3.6,.382,1.6,4.3,.386,.472,1.7,2.0,.847,0.5,3.1,3.6,1.9,0.6,0.6,1.1,1.8,9.1
400,Taurean Prince\princta02,PF,26,BRK,12,4,18.2,2.5,6.2,.405,1.1,3.1,.351,1.4,3.1,.459,.493,2.0,2.3,.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1
400,Taurean Prince\princta02,PF,26,CLE,24,6,24.0,3.3,8.8,.376,1.5,3.9,.394,1.8,4.8,.362,.464,1.5,1.9,.822,0.7,3.3,4.0,2.5,0.6,0.6,1.1,1.9,9.7
401,Payton Pritchard\pritcpa01,SG,23,BOS,49,1,18.7,2.5,5.7,.442,1.3,3.2,.400,1.2,2.5,.496,.554,0.4,0.5,.875,0.5,1.6,2.1,1.8,0.6,0.1,0.9,1.7,6.7
402,Immanuel Quickley\quickim01,PG,21,NYK,50,3,19.7,3.7,9.7,.385,1.8,4.9,.370,1.9,4.7,.401,.479,2.6,2.9,.896,0.5,1.9,2.3,2.1,0.5,0.2,0.9,1.9,11.8
403,Jahmi'us Ramsey\ramseja01,SG,19,SAC,5,0,3.4,0.6,1.0,.600,0.2,0.6,.333,0.4,0.4,1.000,.700,0.0,0.0,,0.0,0.8,0.8,0.2,0.0,0.2,0.2,0.0,1.4
404,Chasson Randle\randlch01,PG,27,ORL,24,5,19.8,1.8,4.6,.378,1.0,2.7,.369,0.8,1.9,.391,.486,0.6,0.8,.833,0.1,1.7,1.8,2.0,0.5,0.1,1.2,1.7,5.1
405,Julius Randle\randlju01,PF,26,NYK,54,54,37.1,8.2,17.8,.461,2.0,5.0,.398,6.2,12.8,.486,.517,4.6,5.8,.799,1.3,9.4,10.7,6.0,0.9,0.3,3.5,3.2,23.0
406,Cam Reddish\reddica01,SF,21,ATL,26,21,28.8,3.7,10.1,.365,1.3,4.8,.262,2.4,5.3,.460,.428,2.6,3.2,.817,0.8,3.2,4.0,1.3,1.3,0.3,1.3,2.6,11.2
407,J.J. Redick\redicjj01,SG,36,TOT,32,0,18.4,2.8,6.9,.398,1.6,4.5,.364,1.1,2.4,.462,.516,1.4,1.5,.958,0.1,1.6,1.7,1.3,0.3,0.1,0.8,1.2,8.6
407,J.J. Redick\redicjj01,SG,36,NOP,31,0,18.6,2.8,6.9,.407,1.6,4.5,.364,1.2,2.4,.486,.526,1.5,1.5,.957,0.1,1.6,1.7,1.3,0.3,0.1,0.8,1.2,8.7
407,J.J. Redick\redicjj01,SG,36,DAL,1,0,14.0,1.0,7.0,.143,1.0,3.0,.333,0.0,4.0,.000,.214,1.0,1.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0
408,Paul Reed\reedpa01,PF,21,PHI,16,0,6.8,1.3,2.8,.477,0.0,0.4,.000,1.3,2.4,.553,.477,0.1,0.3,.250,0.9,0.9,1.8,0.4,0.3,0.4,0.4,1.0,2.7
409,Naz Reid\reidna01,C,21,MIN,53,14,19.1,4.2,8.0,.519,0.8,2.4,.357,3.3,5.6,.587,.572,1.8,2.4,.729,1.1,3.3,4.3,1.1,0.5,1.1,1.0,2.5,10.9
410,Cameron Reynolds\reynoca01,SF,25,SAS,3,0,2.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
411,Nick Richards\richani01,PF,23,CHO,14,0,3.8,0.3,0.5,.571,0.0,0.0,,0.3,0.5,.571,.571,0.5,0.8,.636,0.1,0.5,0.6,0.1,0.0,0.0,0.2,0.4,1.1
412,Josh Richardson\richajo01,SG,27,DAL,43,43,32.0,4.5,10.5,.430,1.5,4.9,.316,3.0,5.6,.529,.503,1.8,2.0,.908,0.9,2.7,3.6,2.8,0.9,0.4,1.4,2.5,12.4
413,Grant Riller\rillegr01,PG,23,CHO,2,0,4.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
414,Austin Rivers\riverau01,SG,28,NYK,21,2,21.0,2.8,6.4,.430,1.3,3.7,.364,1.4,2.8,.517,.533,0.5,0.7,.714,0.2,2.0,2.2,2.0,0.6,0.0,1.0,1.5,7.3
415,Andre Roberson\roberan03,SG,29,BRK,5,0,12.6,0.4,2.8,.143,0.2,1.6,.125,0.2,1.2,.167,.179,0.2,0.4,.500,1.4,1.6,3.0,0.8,0.6,0.2,0.4,0.8,1.2
416,Duncan Robinson\robindu01,SF,26,MIA,54,54,32.2,4.4,9.9,.438,3.5,8.5,.408,0.9,1.4,.618,.613,0.9,1.1,.847,0.1,3.6,3.7,1.8,0.5,0.2,1.2,2.5,13.1
417,Glenn Robinson III\robingl02,SF,27,SAC,23,2,16.0,1.8,4.3,.424,0.7,1.9,.364,1.1,2.4,.473,.505,0.9,1.0,.913,0.5,1.5,2.0,0.9,0.2,0.1,0.5,1.0,5.3
418,Jerome Robinson\robinje01,SG,23,WAS,17,6,17.9,1.6,5.6,.295,0.6,2.5,.262,1.0,3.1,.321,.353,0.9,1.2,.800,0.2,2.0,2.2,1.5,0.7,0.4,1.1,1.8,4.9
419,Justin Robinson\robinju01,PG,23,OKC,5,0,12.4,1.0,3.2,.313,0.6,2.4,.250,0.4,0.8,.500,.406,0.6,1.0,.600,0.0,0.8,0.8,1.2,0.2,0.0,0.2,1.4,3.2
420,Mitchell Robinson\robinmi01,C,22,NYK,31,29,27.5,3.7,5.7,.653,0.0,0.0,,3.7,5.7,.653,.653,0.8,1.7,.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,8.3
421,Isaiah Roby\robyis01,PF,22,OKC,44,24,23.5,3.4,6.8,.495,0.5,1.6,.319,2.9,5.2,.550,.533,1.5,2.1,.710,1.6,4.2,5.8,1.8,0.8,0.7,1.8,2.6,8.8
422,Rajon Rondo\rondora01,PG,34,TOT,32,2,15.3,1.7,4.2,.407,0.7,1.8,.386,1.0,2.4,.423,.489,0.2,0.3,.875,0.3,1.8,2.1,3.7,0.8,0.1,1.5,1.2,4.3
422,Rajon Rondo\rondora01,PG,34,ATL,27,2,14.9,1.6,4.1,.400,0.6,1.7,.378,1.0,2.4,.415,.477,0.0,0.1,.500,0.1,1.9,2.0,3.5,0.7,0.1,1.4,0.9,3.9
422,Rajon Rondo\rondora01,PG,34,LAC,5,0,17.2,2.2,5.0,.440,1.0,2.4,.417,1.2,2.6,.462,.540,1.2,1.2,1.000,0.8,1.4,2.2,4.8,1.0,0.2,2.0,2.6,6.6
423,Derrick Rose\rosede01,PG,32,TOT,34,3,23.9,5.0,11.7,.426,0.9,2.5,.349,4.1,9.1,.447,.463,2.3,2.7,.849,0.4,1.8,2.2,3.9,1.0,0.4,1.6,1.1,13.1
423,Derrick Rose\rosede01,PG,32,DET,15,0,22.8,5.3,12.3,.429,0.9,2.6,.333,4.4,9.7,.455,.465,2.8,3.3,.840,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2
423,Derrick Rose\rosede01,PG,32,NYK,19,3,24.7,4.7,11.2,.423,0.9,2.5,.362,3.8,8.7,.440,.462,1.9,2.3,.860,0.4,2.0,2.4,3.7,0.9,0.6,1.4,1.0,12.3
424,Terrence Ross\rosste01,SG,29,ORL,44,2,29.4,5.6,13.6,.413,2.0,5.9,.341,3.6,7.7,.468,.487,2.7,3.0,.881,0.3,3.2,3.5,2.3,1.0,0.5,1.7,2.0,15.9
425,Terry Rozier\roziete01,SG,26,CHO,50,50,33.6,7.2,15.6,.463,3.3,8.2,.404,3.9,7.5,.527,.568,2.5,3.0,.832,0.6,3.5,4.1,3.4,1.2,0.4,1.9,1.8,20.3
426,Ricky Rubio\rubiori01,PG,30,MIN,51,36,26.3,2.7,7.2,.381,0.9,2.9,.301,1.9,4.3,.434,.441,2.1,2.5,.856,0.4,2.8,3.2,6.8,1.4,0.1,1.8,2.1,8.5
427,D'Angelo Russell\russeda01,PG,24,MIN,25,19,28.2,7.0,16.1,.434,3.0,7.3,.407,4.0,8.8,.457,.526,2.8,3.6,.789,0.4,2.2,2.6,4.9,1.0,0.4,2.6,2.0,19.8
428,Domantas Sabonis\sabondo01,PF,24,IND,50,50,35.7,7.4,14.3,.522,0.8,2.6,.305,6.7,11.7,.569,.549,4.2,5.7,.725,2.6,8.9,11.5,6.0,1.1,0.6,3.4,3.4,19.8
429,Luka Šamanić\samanlu01,PF,21,SAS,22,2,9.3,1.5,3.1,.471,0.4,1.5,.273,1.0,1.6,.657,.537,0.5,1.0,.524,0.5,1.7,2.2,0.5,0.2,0.2,0.6,1.2,3.8
430,JaKarr Sampson\sampsja02,PF,27,IND,20,0,7.7,1.3,2.8,.473,0.1,0.4,.250,1.2,2.4,.511,.491,0.7,1.0,.700,0.7,1.4,2.1,0.1,0.1,0.4,0.4,1.1,3.4
431,Dario Šarić\saricda01,C,26,PHO,36,0,18.1,3.5,7.5,.463,1.1,2.9,.358,2.4,4.6,.530,.533,1.8,2.0,.863,1.1,3.1,4.2,1.3,0.6,0.1,1.2,1.9,9.8
432,Tomáš Satoranský\satorto01,SG,29,CHI,42,17,23.8,3.0,5.9,.508,0.8,2.1,.391,2.2,3.8,.572,.577,1.2,1.3,.907,0.5,2.0,2.5,5.1,0.8,0.2,1.7,1.6,7.9
433,Dennis Schröder\schrode01,SG,27,LAL,51,51,31.8,5.3,12.2,.432,1.1,3.3,.341,4.2,8.9,.465,.478,3.7,4.4,.848,0.5,3.0,3.5,5.4,1.2,0.2,2.8,2.6,15.4
434,Mike Scott\scottmi01,PF,32,PHI,35,8,17.6,1.5,4.2,.363,1.1,3.2,.339,0.4,1.0,.441,.493,0.2,0.3,.600,0.3,2.4,2.7,0.6,0.6,0.1,0.5,1.3,4.3
435,Collin Sexton\sextoco01,SG,22,CLE,45,45,35.8,8.8,18.4,.480,1.6,4.4,.357,7.3,14.0,.518,.522,4.9,6.0,.822,0.8,2.0,2.8,4.2,1.2,0.1,2.6,2.6,24.1
436,Landry Shamet\shamela01,SG,23,BRK,43,1,20.4,2.7,6.8,.402,2.0,5.0,.394,0.7,1.7,.427,.548,0.9,1.0,.844,0.2,1.6,1.8,1.2,0.5,0.1,0.7,1.3,8.3
437,Iman Shumpert\shumpim01,SG,30,BRK,2,0,5.5,0.5,2.0,.250,0.0,1.5,.000,0.5,0.5,1.000,.250,0.0,0.0,,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0
438,Pascal Siakam\siakapa01,PF,26,TOR,45,45,35.6,7.5,16.4,.455,1.2,4.3,.284,6.3,12.1,.516,.493,4.6,5.5,.839,1.7,5.4,7.1,4.6,1.1,0.7,2.2,3.3,20.8
439,Chris Silva\silvach01,PF,24,TOT,13,0,6.7,0.8,1.2,.667,0.1,0.1,1.000,0.7,1.1,.643,.700,0.8,1.2,.733,0.5,1.5,2.0,0.5,0.1,0.4,0.8,1.6,2.5
439,Chris Silva\silvach01,PF,24,MIA,11,0,7.5,0.8,1.2,.692,0.1,0.1,1.000,0.7,1.1,.667,.731,1.0,1.4,.733,0.6,1.6,2.3,0.5,0.1,0.5,0.8,1.8,2.7
439,Chris Silva\silvach01,PF,24,SAC,2,0,2.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0
440,Ben Simmons\simmobe01,PG,24,PHI,46,46,33.2,5.7,10.5,.545,0.1,0.2,.333,5.6,10.3,.549,.548,3.4,5.5,.619,1.7,6.0,7.7,7.1,1.6,0.6,3.4,3.0,14.8
441,Anfernee Simons\simonan01,SG,21,POR,46,0,16.0,2.6,6.4,.403,1.9,4.5,.415,0.7,1.9,.375,.549,0.7,0.8,.816,0.2,2.1,2.2,1.3,0.2,0.1,0.7,1.6,7.7
442,Deividas Sirvydis\sirvyde01,SG,20,DET,12,0,2.2,0.3,1.0,.333,0.3,0.8,.400,0.0,0.2,.000,.500,0.3,0.3,.750,0.0,0.6,0.6,0.1,0.1,0.0,0.1,0.1,1.3
443,Alen Smailagić\smailal01,PF,20,GSW,5,1,5.2,0.8,2.0,.400,0.4,1.0,.400,0.4,1.0,.400,.500,0.2,0.8,.250,0.4,0.2,0.6,0.0,0.0,0.2,0.0,1.0,2.2
444,Marcus Smart\smartma01,PG,26,BOS,36,33,32.5,4.3,10.4,.409,2.0,5.6,.355,2.3,4.8,.474,.505,2.9,3.6,.786,0.6,2.5,3.1,5.6,1.5,0.5,1.8,2.5,13.4
445,Dennis Smith Jr.\smithde03,PG,23,TOT,23,9,18.3,2.5,6.3,.400,0.8,2.5,.328,1.7,3.8,.448,.466,0.8,1.1,.731,0.5,1.9,2.4,3.3,1.0,0.6,1.1,1.6,6.7
445,Dennis Smith Jr.\smithde03,PG,23,NYK,3,0,9.3,0.7,3.3,.200,0.0,1.3,.000,0.7,2.0,.333,.200,1.7,2.0,.833,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3,3.0
445,Dennis Smith Jr.\smithde03,PG,23,DET,20,9,19.6,2.8,6.8,.415,1.0,2.7,.352,1.9,4.1,.457,.485,0.7,1.0,.700,0.6,2.1,2.7,3.7,1.0,0.7,1.3,1.7,7.3
446,Ish Smith\smithis01,PG,32,WAS,25,1,20.3,2.6,6.4,.403,0.4,1.0,.360,2.2,5.4,.410,.431,0.3,0.7,.471,0.4,2.9,3.4,4.3,0.6,0.2,1.0,1.1,5.8
447,Jalen Smith\smithja04,PF,20,PHO,19,0,4.3,0.5,1.4,.370,0.1,0.5,.200,0.4,0.9,.471,.407,0.1,0.2,.333,0.3,0.6,0.8,0.1,0.0,0.1,0.3,0.5,1.2
448,Tony Snell\snellto01,SG,29,ATL,40,18,21.0,1.9,3.7,.517,1.4,2.5,.571,0.5,1.2,.408,.707,0.3,0.3,1.000,0.4,2.0,2.4,1.3,0.2,0.3,0.5,1.6,5.5
449,Ray Spalding\spaldra01,C,23,HOU,2,0,9.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,1.0,.000,1.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5,2.0
450,Cassius Stanley\stanlca01,SG,21,IND,15,0,2.5,0.3,1.3,.263,0.1,0.4,.167,0.3,0.9,.308,.289,0.3,0.3,.800,0.3,0.4,0.7,0.0,0.0,0.1,0.1,0.5,1.0
451,Lamar Stevens\stevela01,PF,23,CLE,37,0,13.1,1.6,3.6,.452,0.1,0.7,.160,1.5,3.0,.518,.467,0.9,1.3,.714,0.6,1.9,2.5,0.6,0.5,0.4,0.6,1.4,4.4
452,Isaiah Stewart\stewais01,C,19,DET,52,4,19.7,2.8,5.0,.569,0.2,0.5,.423,2.6,4.5,.585,.590,0.7,1.1,.667,2.2,3.7,5.9,0.9,0.5,1.0,0.9,2.4,6.6
453,Max Strus\strusma01,SF,24,MIA,27,0,12.5,2.1,4.5,.467,1.3,3.6,.357,0.8,0.9,.917,.611,0.4,0.6,.688,0.1,0.8,0.9,0.5,0.2,0.0,0.1,1.1,5.9
454,Edmond Sumner\sumneed01,SG,25,IND,40,12,14.1,2.4,4.6,.522,0.6,1.6,.371,1.8,3.1,.598,.584,1.1,1.4,.800,0.4,1.3,1.6,0.7,0.6,0.2,0.9,1.4,6.5
455,Jae'Sean Tate\tateja01,SF,25,HOU,54,42,28.7,4.3,8.4,.517,0.8,2.6,.310,3.5,5.7,.612,.565,1.4,1.9,.731,2.0,3.4,5.4,2.0,1.2,0.6,1.2,3.1,10.9
456,Jayson Tatum\tatumja01,SF,22,BOS,49,49,35.7,9.4,20.4,.458,2.9,7.6,.384,6.5,12.9,.502,.529,4.2,4.8,.873,0.7,6.4,7.1,4.2,1.2,0.4,2.6,1.9,25.9
457,Jeff Teague\teaguje01,PG,32,TOT,40,6,18.0,2.4,5.4,.435,0.7,1.6,.453,1.6,3.8,.428,.502,1.6,1.8,.849,0.3,1.4,1.6,2.4,0.7,0.3,1.1,1.2,7.0
457,Jeff Teague\teaguje01,PG,32,BOS,34,5,18.1,2.3,5.5,.415,0.8,1.6,.464,1.5,3.9,.394,.484,1.5,1.8,.836,0.3,1.4,1.7,2.1,0.8,0.2,1.1,1.3,6.9
457,Jeff Teague\teaguje01,PG,32,MIL,6,1,17.3,2.7,4.7,.571,0.5,1.3,.375,2.2,3.3,.650,.625,1.8,2.0,.917,0.0,1.3,1.3,3.7,0.2,0.5,0.7,1.0,7.7
458,Garrett Temple\templga01,SG,34,CHI,37,12,27.1,3.0,7.1,.424,1.2,3.7,.336,1.8,3.4,.520,.511,0.8,1.0,.816,0.6,2.5,3.1,2.0,0.9,0.5,1.0,2.3,8.1
459,Tyrell Terry\terryty01,PG,20,DAL,11,0,5.1,0.5,1.5,.313,0.0,0.6,.000,0.5,0.8,.556,.313,0.1,0.3,.333,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0
460,Daniel Theis\theisda01,C,28,TOT,50,37,24.1,3.8,6.8,.553,0.7,2.3,.327,3.0,4.6,.664,.607,1.1,1.7,.667,1.2,3.9,5.2,1.7,0.6,1.0,1.0,2.6,9.4
460,Daniel Theis\theisda01,C,28,BOS,42,37,24.5,3.8,6.9,.552,0.8,2.3,.347,3.0,4.6,.653,.609,1.1,1.6,.687,1.3,4.0,5.2,1.6,0.6,1.0,1.0,2.9,9.5
460,Daniel Theis\theisda01,C,28,CHI,8,0,22.5,3.8,6.8,.556,0.5,2.3,.222,3.3,4.5,.722,.593,1.3,2.1,.588,1.0,3.9,4.9,2.0,0.5,0.6,1.0,1.3,9.3
461,Brodric Thomas\thomabr01,SG,24,TOT,17,1,9.3,0.8,2.8,.292,0.3,1.5,.192,0.5,1.3,.409,.344,1.1,1.4,.783,0.2,0.9,1.1,0.8,0.4,0.3,0.6,1.1,3.0
461,Brodric Thomas\thomabr01,SG,24,HOU,4,0,6.0,0.5,1.8,.286,0.3,1.5,.167,0.3,0.3,1.000,.357,1.3,1.8,.714,0.3,0.8,1.0,1.0,0.3,0.3,1.0,1.3,2.5
461,Brodric Thomas\thomabr01,SG,24,CLE,13,1,10.3,0.9,3.2,.293,0.3,1.5,.200,0.6,1.6,.381,.341,1.0,1.2,.813,0.2,0.9,1.1,0.7,0.5,0.3,0.5,1.0,3.2
462,Isaiah Thomas\thomais02,PG,31,NOP,3,0,16.0,3.0,9.0,.333,1.0,4.0,.250,2.0,5.0,.400,.389,0.7,0.7,1.000,0.3,1.0,1.3,1.7,0.3,0.0,2.0,1.0,7.7
463,Matt Thomas\thomama02,SG,26,TOT,32,0,7.7,1.0,2.8,.352,0.6,1.9,.328,0.3,0.8,.407,.466,0.2,0.2,.857,0.1,0.8,0.9,0.4,0.1,0.0,0.3,0.4,2.8
463,Matt Thomas\thomama02,SG,26,TOR,26,0,7.4,0.9,2.4,.387,0.7,1.6,.415,0.3,0.8,.333,.524,0.2,0.3,.857,0.1,0.7,0.8,0.3,0.1,0.0,0.2,0.4,2.7
463,Matt Thomas\thomama02,SG,26,UTA,6,0,9.2,1.2,4.3,.269,0.5,3.3,.150,0.7,1.0,.667,.327,0.0,0.0,,0.2,1.3,1.5,0.8,0.2,0.0,0.7,0.7,2.8
464,Tristan Thompson\thomptr01,PF,29,BOS,40,31,22.5,3.2,6.1,.529,0.0,0.1,.000,3.2,6.0,.535,.529,1.4,2.3,.609,3.1,5.2,8.2,1.0,0.4,0.5,1.0,2.2,7.9
465,Sindarius Thornwell\thornsi01,SG,26,NOP,14,1,5.2,0.5,1.5,.333,0.2,0.6,.333,0.3,0.9,.333,.405,0.0,0.1,.000,0.1,0.3,0.4,0.3,0.4,0.1,0.3,0.2,1.2
466,Matisse Thybulle\thybuma01,SG,23,PHI,51,6,19.3,1.5,3.5,.413,0.7,2.2,.309,0.8,1.4,.580,.508,0.2,0.3,.571,0.5,1.4,1.9,0.9,1.5,1.0,0.4,2.0,3.7
467,Killian Tillie\tilliki02,C,22,MEM,10,0,8.6,0.8,3.0,.267,0.3,1.7,.176,0.5,1.3,.385,.317,0.4,0.5,.800,0.5,0.7,1.2,0.2,0.3,0.5,0.1,1.0,2.3
468,Xavier Tillman Sr.\tillmxa01,PF,22,MEM,42,7,18.4,2.6,5.0,.526,0.3,1.1,.267,2.4,4.0,.596,.555,0.6,0.9,.658,1.2,2.9,4.2,1.4,0.8,0.6,0.7,2.1,6.2
469,Obi Toppin\toppiob01,PF,22,NYK,45,0,11.6,1.7,3.6,.484,0.4,1.4,.281,1.3,2.2,.619,.540,0.4,0.5,.727,0.4,1.8,2.2,0.5,0.3,0.2,0.5,1.0,4.2
470,Juan Toscano-Anderson\toscaju01,SG,27,GSW,37,15,17.6,1.8,3.2,.567,0.6,1.3,.429,1.3,1.9,.662,.654,0.4,0.5,.750,0.5,3.2,3.8,2.2,0.6,0.4,0.9,1.9,4.6
471,Axel Toupane\toupaax01,SF,28,MIL,8,1,7.6,0.5,1.4,.364,0.1,0.3,.500,0.4,1.1,.333,.409,0.6,0.9,.714,0.0,0.8,0.8,0.5,0.3,0.4,0.0,0.8,1.8
472,Karl-Anthony Towns\townska01,C,25,MIN,34,34,34.7,8.8,17.8,.493,2.4,6.2,.390,6.4,11.6,.548,.561,5.1,5.7,.882,2.7,8.4,11.1,4.6,0.8,1.4,3.2,3.5,25.0
473,Gary Trent Jr.\trentga02,SG,22,TOT,52,34,31.4,5.6,13.3,.421,2.9,7.4,.392,2.7,5.9,.458,.530,1.4,1.8,.780,0.4,2.1,2.5,1.5,0.9,0.2,0.8,1.6,15.5
473,Gary Trent Jr.\trentga02,SG,22,POR,41,23,30.8,5.3,12.8,.414,3.0,7.4,.397,2.3,5.3,.438,.530,1.4,1.8,.773,0.5,1.7,2.2,1.4,0.9,0.1,0.8,1.5,15.0
473,Gary Trent Jr.\trentga02,SG,22,TOR,11,11,33.6,6.7,15.2,.443,2.7,7.3,.375,4.0,7.9,.506,.533,1.2,1.5,.813,0.1,3.4,3.5,1.6,0.9,0.2,0.8,1.7,17.4
474,P.J. Tucker\tuckepj01,PF,35,TOT,35,32,28.7,1.4,3.9,.363,0.8,2.6,.311,0.6,1.3,.467,.467,0.5,0.7,.783,1.0,3.4,4.4,1.3,0.8,0.6,0.9,2.7,4.1
474,P.J. Tucker\tuckepj01,PF,35,HOU,32,32,30.0,1.5,4.1,.366,0.8,2.7,.314,0.7,1.4,.467,.469,0.6,0.7,.783,1.0,3.6,4.6,1.4,0.9,0.6,1.0,2.8,4.4
474,P.J. Tucker\tuckepj01,PF,35,MIL,3,0,14.7,0.3,1.3,.250,0.3,1.3,.250,0.0,0.0,,.375,0.0,0.0,,1.0,1.0,2.0,0.3,0.0,0.7,0.0,0.7,1.0
475,Rayjon Tucker\tuckera01,PG,23,PHI,7,0,4.3,0.3,0.7,.400,0.1,0.3,.500,0.1,0.4,.333,.500,1.1,1.1,1.000,0.1,0.7,0.9,0.3,0.0,0.0,0.1,0.4,1.9
476,Myles Turner\turnemy01,C,24,IND,46,46,30.9,4.4,9.2,.482,1.5,4.4,.338,3.0,4.8,.613,.563,2.3,3.0,.787,1.3,5.1,6.4,1.0,0.9,3.5,1.4,3.5,12.7
