,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
335,259,Cory Joseph\josepco01,PG,29,DET,11,3,24.8,4.5,8.5,0.527,0.5,1.4,0.333,4.0,7.1,0.564,0.554,2.4,2.6,0.897,0.5,2.7,3.3,6.1,1.2,0.5,1.9,2.3,11.7
336,260,Mfiondu Kabengele\kabenmf01,PF,23,TOT,25,0,4.6,0.4,1.4,0.306,0.2,0.8,0.238,0.2,0.6,0.4,0.375,0.2,0.2,0.833,0.0,0.7,0.8,0.2,0.2,0.1,0.3,0.9,1.3
337,260,Mfiondu Kabengele\kabenmf01,PF,23,LAC,23,0,4.1,0.4,1.4,0.281,0.2,0.8,0.222,0.2,0.6,0.357,0.344,0.2,0.3,0.833,0.0,0.6,0.6,0.2,0.1,0.1,0.3,0.8,1.2
338,260,Mfiondu Kabengele\kabenmf01,PF,23,CLE,2,0,10.0,1.0,2.0,0.5,0.5,1.5,0.333,0.5,0.5,1.0,0.625,0.0,0.0,,0.0,2.5,2.5,0.5,1.0,0.0,0.5,2.0,2.5
339,261,Frank Kaminsky\kaminfr01,C,27,PHO,33,13,14.8,2.5,5.3,0.469,0.8,1.9,0.406,1.7,3.4,0.505,0.543,0.7,1.1,0.629,0.7,2.9,3.6,1.6,0.3,0.4,0.5,1.3,6.4
340,262,Enes Kanter\kanteen01,C,28,POR,54,34,26.5,5.1,8.3,0.608,0.0,0.0,0.0,5.1,8.3,0.609,0.608,1.9,2.5,0.784,4.3,7.5,11.9,1.3,0.5,0.7,1.3,2.6,12.1
341,263,Luke Kennard\kennalu01,SG,24,LAC,50,12,19.2,3.0,6.2,0.489,1.6,3.4,0.47,1.4,2.8,0.511,0.617,0.3,0.4,0.842,0.2,2.4,2.6,1.7,0.3,0.2,0.8,1.6,7.9
342,264,Maxi Kleber\klebima01,PF,29,DAL,38,32,27.9,2.4,5.5,0.438,1.8,4.2,0.434,0.6,1.3,0.449,0.603,0.8,0.9,0.914,0.9,4.5,5.4,1.3,0.6,0.7,0.7,2.3,7.4
343,265,Nathan Knight\knighna01,PF,23,ATL,24,0,8.3,1.1,2.9,0.386,0.2,0.8,0.25,0.9,2.1,0.44,0.421,1.3,1.6,0.795,0.8,1.3,2.0,0.3,0.3,0.3,0.6,0.7,3.8
344,266,Kevin Knox\knoxke01,SF,21,NYK,35,0,12.5,1.5,3.8,0.403,1.0,2.4,0.405,0.6,1.4,0.4,0.53,0.4,0.5,0.778,0.3,1.3,1.6,0.5,0.3,0.2,0.5,1.0,4.5
345,267,John Konchar\konchjo01,SG,24,MEM,29,0,14.0,1.3,3.0,0.437,0.4,1.2,0.361,0.9,1.8,0.49,0.511,0.6,0.8,0.818,0.8,2.1,3.0,1.2,0.9,0.2,0.5,1.1,3.7
346,268,Furkan Korkmaz\korkmfu01,SG,23,PHI,43,6,19.1,3.1,7.7,0.406,1.8,4.7,0.373,1.3,2.9,0.46,0.521,1.2,1.7,0.726,0.3,1.8,2.1,1.2,0.9,0.2,0.9,1.2,9.2
347,269,Luke Kornet\kornelu01,PF-C,25,TOT,19,0,9.4,1.1,2.8,0.389,0.6,2.0,0.316,0.5,0.8,0.563,0.5,0.1,0.3,0.4,0.3,1.6,1.9,0.5,0.1,0.7,0.2,0.4,2.9
348,269,Luke Kornet\kornelu01,PF,25,CHI,13,0,7.2,0.7,2.1,0.333,0.5,1.8,0.261,0.2,0.3,0.75,0.444,0.2,0.3,0.5,0.1,1.1,1.2,0.3,0.2,0.5,0.1,0.1,2.0
349,269,Luke Kornet\kornelu01,C,25,BOS,6,0,14.2,2.0,4.5,0.444,1.0,2.5,0.4,1.0,2.0,0.5,0.556,0.0,0.2,0.0,0.8,2.7,3.5,1.0,0.0,1.2,0.3,1.2,5.0
350,270,Rodions Kurucs\kurucro01,SF-PF,22,TOT,18,0,6.3,0.4,1.5,0.296,0.2,1.0,0.222,0.2,0.5,0.444,0.37,0.1,0.1,0.5,0.3,0.9,1.2,0.6,0.4,0.2,0.6,0.6,1.2
351,270,Rodions Kurucs\kurucro01,PF,22,BRK,5,0,3.2,0.2,0.6,0.333,0.2,0.4,0.5,0.0,0.2,0.0,0.5,0.0,0.0,,0.0,0.6,0.6,0.4,0.0,0.0,0.0,0.2,0.6
352,270,Rodions Kurucs\kurucro01,SF,22,HOU,11,0,6.8,0.5,1.9,0.238,0.2,1.4,0.133,0.3,0.5,0.5,0.286,0.1,0.2,0.5,0.2,0.8,1.0,0.4,0.5,0.4,0.8,0.6,1.2
353,270,Rodions Kurucs\kurucro01,SF,22,MIL,2,0,11.0,1.0,1.5,0.667,0.5,0.5,1.0,0.5,1.0,0.5,0.833,0.0,0.0,,1.5,2.5,4.0,2.0,1.0,0.0,0.5,1.5,2.5
354,271,Kyle Kuzma\kuzmaky01,SF,25,LAL,52,22,28.2,4.9,11.4,0.432,2.0,5.8,0.347,2.9,5.6,0.521,0.52,1.0,1.4,0.676,1.8,4.8,6.7,1.6,0.4,0.6,1.8,1.7,12.8
355,272,Anthony Lamb\lamban01,SF,23,HOU,10,0,12.2,0.7,3.5,0.2,0.3,2.0,0.15,0.4,1.5,0.267,0.243,0.3,0.4,0.75,1.3,1.6,2.9,0.3,0.1,0.1,0.3,1.4,2.0
356,273,Jeremy Lamb\lambje01,SG,28,IND,33,8,21.0,3.2,7.5,0.425,1.4,3.5,0.393,1.8,3.9,0.454,0.518,2.1,2.2,0.946,0.7,2.9,3.6,1.4,0.9,0.6,0.6,1.9,9.9
357,274,Romeo Langford\langfro01,SG,21,BOS,6,1,13.3,1.0,3.0,0.333,0.5,1.2,0.429,0.5,1.8,0.273,0.417,0.5,0.5,1.0,1.0,1.3,2.3,0.3,0.3,0.2,0.5,0.8,3.0
358,275,Zach LaVine\lavinza01,SG,25,CHI,52,52,35.2,9.8,19.4,0.506,3.4,8.2,0.414,6.4,11.2,0.573,0.593,4.5,5.3,0.847,0.6,4.5,5.1,5.0,0.8,0.5,3.6,2.3,27.5
359,276,Jake Layman\laymaja01,SF,26,MIN,39,11,15.1,2.2,4.4,0.5,0.5,1.8,0.292,1.6,2.5,0.653,0.562,0.6,0.9,0.714,0.3,1.3,1.6,0.7,0.7,0.4,0.6,1.0,5.5
360,277,Jalen Lecque\lecquja01,PG,20,IND,4,0,3.0,0.3,2.3,0.111,0.0,0.3,0.0,0.3,2.0,0.125,0.111,0.8,0.8,1.0,0.5,0.8,1.3,0.5,0.0,0.0,0.0,0.0,1.3
361,278,Damion Lee\leeda03,SG,28,GSW,53,1,18.8,2.2,4.8,0.447,1.3,3.5,0.386,0.8,1.3,0.606,0.586,0.8,0.8,0.909,0.4,2.7,3.1,1.3,0.7,0.1,0.5,1.5,6.4
362,279,Saben Lee\leesa01,PG,21,DET,32,7,15.4,2.0,4.3,0.478,0.2,0.4,0.5,1.8,3.8,0.475,0.504,1.4,2.2,0.657,0.5,1.5,1.9,3.3,0.6,0.3,1.0,1.6,5.7
363,280,Alex Len\lenal01,C,27,TOT,45,23,15.6,2.6,4.3,0.613,0.2,0.5,0.318,2.5,3.8,0.651,0.631,1.1,1.9,0.6,1.0,2.8,3.8,0.9,0.3,1.1,0.9,2.0,6.6
364,280,Alex Len\lenal01,C,27,TOR,7,2,10.9,0.7,1.4,0.5,0.4,0.9,0.5,0.3,0.6,0.5,0.65,0.4,0.9,0.5,0.0,1.6,1.6,0.4,0.1,0.9,1.1,1.4,2.3
365,280,Alex Len\lenal01,C,27,WAS,38,21,16.4,3.0,4.8,0.62,0.1,0.4,0.25,2.9,4.4,0.655,0.63,1.3,2.1,0.608,1.2,3.0,4.2,0.9,0.3,1.1,0.8,2.1,7.4
366,281,Kawhi Leonard\leonaka01,SF,29,LAC,45,45,34.6,9.4,18.3,0.515,2.0,5.0,0.395,7.5,13.4,0.56,0.568,5.1,5.8,0.878,1.2,5.4,6.6,5.0,1.7,0.4,2.0,1.7,26.0
367,282,Meyers Leonard\leoname01,C,28,MIA,3,2,9.7,1.0,2.3,0.429,1.0,2.3,0.429,0.0,0.0,,0.643,0.3,0.7,0.5,0.0,2.3,2.3,0.7,0.0,0.0,0.7,1.7,3.3
368,283,Caris LeVert\leverca01,SG,26,TOT,29,21,30.8,6.9,15.9,0.431,1.7,5.3,0.31,5.2,10.6,0.492,0.483,2.6,3.3,0.8,0.7,3.8,4.5,5.1,1.4,0.5,1.9,1.9,18.0
369,283,Caris LeVert\leverca01,SG,26,BRK,12,4,27.8,7.3,16.7,0.435,1.8,5.3,0.349,5.4,11.4,0.474,0.49,2.2,2.8,0.765,0.8,3.5,4.3,6.0,1.1,0.5,2.2,1.7,18.5
370,283,Caris LeVert\leverca01,SG,26,IND,17,17,32.9,6.6,15.4,0.427,1.5,5.4,0.283,5.1,10.0,0.506,0.477,2.9,3.6,0.82,0.6,3.9,4.6,4.5,1.6,0.5,1.7,2.1,17.6
371,284,Kira Lewis Jr.\lewiski01,PG,19,NOP,36,0,15.9,2.6,6.3,0.42,0.8,2.1,0.351,1.9,4.1,0.456,0.48,0.6,0.8,0.767,0.2,1.0,1.2,2.3,0.8,0.2,0.6,1.6,6.7
372,285,Damian Lillard\lillada01,PG,30,POR,52,52,35.9,8.8,20.1,0.44,4.1,10.8,0.379,4.8,9.3,0.51,0.541,6.9,7.5,0.925,0.5,3.7,4.2,7.7,0.9,0.3,3.2,1.6,28.7
373,286,Nassir Little\littlna01,PF,20,POR,35,2,14.1,1.8,3.8,0.485,0.7,1.9,0.382,1.1,1.8,0.594,0.583,0.9,1.1,0.868,0.7,2.0,2.7,0.5,0.1,0.3,0.4,1.2,5.3
374,287,Kevon Looney\looneke01,C,24,GSW,43,16,16.0,1.5,2.7,0.551,0.1,0.3,0.308,1.4,2.4,0.581,0.568,0.5,0.7,0.69,1.7,2.5,4.1,1.9,0.4,0.4,0.6,2.0,3.6
375,288,Brook Lopez\lopezbr01,C,32,MIL,52,52,27.3,4.2,8.8,0.479,1.4,4.3,0.338,2.8,4.5,0.613,0.561,1.5,1.8,0.849,1.4,3.5,4.9,0.8,0.6,1.4,0.9,2.0,11.4
376,289,Robin Lopez\lopezro01,C,32,WAS,53,9,20.3,3.7,5.9,0.625,0.1,0.3,0.278,3.6,5.5,0.646,0.633,1.4,2.0,0.708,2.1,2.0,4.1,0.9,0.3,0.6,1.1,1.7,8.9
377,290,Kevin Love\loveke01,PF,32,CLE,10,10,20.3,3.4,8.7,0.391,2.2,5.9,0.373,1.2,2.8,0.429,0.517,2.0,2.6,0.769,0.6,4.8,5.4,2.0,0.6,0.2,1.5,1.2,11.0
378,291,Kyle Lowry\lowryky01,PG,34,TOR,40,40,34.6,5.6,12.9,0.437,2.7,6.9,0.391,2.9,6.0,0.49,0.542,3.1,3.6,0.88,0.8,4.7,5.5,7.3,1.1,0.3,2.9,3.2,17.1
379,292,Timothé Luwawu-Cabarrot\luwawti01,SF,25,BRK,47,7,19.3,2.3,6.5,0.359,1.4,4.4,0.316,1.0,2.1,0.45,0.466,0.6,0.8,0.806,0.5,1.9,2.4,1.3,0.6,0.1,0.8,1.9,6.7
380,293,Trey Lyles\lylestr01,PF,25,SAS,23,9,15.6,1.9,3.9,0.478,0.6,1.7,0.35,1.3,2.2,0.58,0.556,0.7,1.0,0.652,0.4,3.3,3.7,0.6,0.3,0.0,0.3,0.6,5.0
381,294,Will Magnay\magnawi01,C,22,NOP,1,0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
382,295,Thon Maker\makerth01,C,23,CLE,8,0,9.5,1.3,2.3,0.556,0.0,0.3,0.0,1.3,2.0,0.625,0.556,1.3,1.4,0.909,1.0,1.3,2.3,0.5,0.3,0.5,0.4,0.9,3.8
383,296,Théo Maledon\maledth01,PG,19,OKC,48,32,27.3,3.4,9.0,0.374,1.7,4.7,0.356,1.7,4.3,0.393,0.466,1.3,1.7,0.756,0.4,3.0,3.4,3.4,0.9,0.1,2.1,2.1,9.7
384,297,Karim Mané\maneka01,PG,20,ORL,10,0,8.8,0.3,1.3,0.231,0.1,0.2,0.5,0.2,1.1,0.182,0.269,0.4,0.5,0.8,0.1,1.3,1.4,0.4,0.0,0.2,0.3,1.0,1.1
385,298,Terance Mann\mannte01,SG,24,LAC,53,4,18.2,2.5,4.9,0.504,0.5,1.2,0.429,2.0,3.7,0.528,0.556,1.0,1.3,0.779,0.9,2.8,3.7,1.6,0.5,0.2,0.6,1.9,6.5
386,299,Nico Mannion\mannini01,PG,19,GSW,20,1,14.0,1.6,4.5,0.344,0.9,2.5,0.367,0.7,2.1,0.317,0.444,1.0,1.3,0.8,0.1,1.5,1.6,2.6,0.7,0.1,1.2,1.3,5.0
387,300,Boban Marjanović\marjabo01,C,32,DAL,24,3,9.0,2.0,4.3,0.48,0.0,0.3,0.0,2.0,4.0,0.51,0.48,0.8,1.1,0.769,1.6,2.8,4.4,0.3,0.0,0.2,0.4,1.0,4.9
388,301,Lauri Markkanen\markkla01,PF,23,CHI,33,25,27.9,5.5,11.3,0.487,2.4,6.1,0.39,3.2,5.3,0.598,0.591,1.9,2.3,0.84,0.8,4.8,5.6,0.9,0.4,0.4,1.2,1.5,15.3
389,302,Naji Marshall\marshna01,SF,23,NOP,14,3,14.5,1.1,3.2,0.333,0.3,1.2,0.235,0.8,2.0,0.393,0.378,1.5,2.1,0.7,0.1,2.3,2.4,1.8,0.5,0.4,0.4,1.6,3.9
390,303,Caleb Martin\martica02,SF,25,CHO,39,2,14.2,1.8,4.8,0.387,0.6,2.2,0.282,1.2,2.6,0.475,0.452,0.6,1.0,0.615,0.6,2.1,2.7,1.3,0.7,0.2,0.7,1.0,4.9
391,304,Cody Martin\martico01,SF,25,CHO,41,2,14.3,1.5,3.4,0.447,0.3,1.1,0.261,1.2,2.3,0.537,0.489,0.4,0.8,0.563,0.8,1.7,2.5,1.4,0.5,0.2,0.7,0.9,3.8
392,305,Kelan Martin\martike03,SF,25,IND,19,0,5.2,0.7,1.8,0.382,0.3,0.8,0.313,0.4,0.9,0.444,0.456,0.2,0.2,1.0,0.2,0.8,1.1,0.2,0.3,0.1,0.3,0.5,1.8
393,306,Kenyon Martin Jr.\martike04,SF,20,HOU,27,0,19.3,2.7,4.9,0.553,0.4,1.1,0.4,2.3,3.8,0.598,0.598,1.2,1.6,0.75,1.7,2.9,4.6,0.7,0.5,1.0,0.7,1.7,7.1
394,307,Frank Mason III\masonfr01,PG,26,ORL,4,1,19.8,2.3,6.0,0.375,0.5,1.3,0.4,1.8,4.8,0.368,0.417,1.3,1.8,0.714,0.8,2.3,3.0,3.0,0.0,0.0,1.3,1.8,6.3
395,308,Garrison Mathews\mathega01,SG,24,WAS,47,22,18.4,1.8,4.1,0.428,1.4,3.4,0.409,0.4,0.7,0.514,0.595,1.4,1.6,0.892,0.3,1.3,1.6,0.5,0.5,0.1,0.2,1.8,6.3
396,309,Dakota Mathias\mathida01,SG,25,PHI,8,2,15.4,2.4,6.0,0.396,1.0,3.3,0.308,1.4,2.8,0.5,0.479,0.3,0.8,0.333,0.1,0.8,0.9,1.6,0.1,0.4,0.1,0.9,6.0
397,310,Wesley Matthews\matthwe02,SG,34,LAL,46,6,19.9,1.5,4.3,0.347,1.2,3.4,0.338,0.3,0.9,0.381,0.48,0.7,0.8,0.857,0.3,1.3,1.6,1.0,0.7,0.3,0.5,1.5,4.8
398,311,Tyrese Maxey\maxeyty01,SG,20,PHI,46,6,14.1,2.9,6.5,0.446,0.4,1.5,0.275,2.5,5.0,0.498,0.478,0.7,0.8,0.868,0.2,1.3,1.5,1.6,0.3,0.2,0.6,1.2,6.9
399,312,Skylar Mays\mayssk01,SG,23,ATL,26,0,7.6,1.1,2.7,0.4,0.4,1.1,0.345,0.7,1.6,0.439,0.471,0.7,0.8,0.857,0.3,0.6,1.0,0.8,0.4,0.0,0.3,0.5,3.2
400,313,Patrick McCaw\mccawpa01,SF,25,TOR,5,0,6.6,0.2,0.2,1.0,0.0,0.0,,0.2,0.2,1.0,1.0,0.6,0.6,1.0,0.2,0.4,0.6,0.8,0.4,0.0,0.0,1.2,1.0
401,314,CJ McCollum\mccolcj01,SG,29,POR,29,29,33.2,8.5,19.1,0.445,3.9,9.8,0.401,4.6,9.3,0.491,0.548,2.3,2.7,0.848,0.6,3.3,3.9,4.7,1.0,0.5,1.3,1.9,23.2
402,315,T.J. McConnell\mccontj01,PG,28,IND,50,2,25.6,3.7,6.6,0.56,0.2,0.6,0.3,3.5,6.0,0.586,0.574,0.4,0.6,0.625,0.8,2.9,3.6,6.5,1.7,0.4,1.9,1.6,8.0
403,316,Jaden McDaniels\mcdanja02,PF,20,MIN,48,14,22.8,2.5,5.8,0.434,1.1,3.1,0.361,1.4,2.8,0.515,0.529,0.5,0.8,0.595,0.8,2.9,3.7,1.1,0.5,1.0,0.7,2.6,6.6
404,317,Jalen McDaniels\mcdanja01,SF,23,CHO,28,5,13.9,2.3,4.6,0.504,0.6,1.6,0.356,1.8,3.0,0.583,0.566,0.7,1.0,0.704,0.5,2.0,2.5,0.8,0.3,0.3,0.7,1.8,5.9
405,318,Doug McDermott\mcderdo01,PF,29,IND,51,19,24.4,5.1,9.8,0.52,1.7,4.4,0.381,3.5,5.5,0.631,0.605,1.2,1.4,0.845,1.0,2.6,3.6,1.3,0.3,0.1,0.9,1.7,13.1
406,319,Sean McDermott\mcderse01,SF,24,MEM,15,0,10.2,0.9,2.2,0.394,0.3,1.5,0.227,0.5,0.7,0.727,0.47,0.5,0.5,1.0,0.4,0.9,1.3,0.3,0.1,0.2,0.3,0.5,2.6
407,320,JaVale McGee\mcgeeja01,C,33,TOT,37,1,14.7,3.2,6.2,0.522,0.1,0.5,0.25,3.1,5.6,0.548,0.533,1.0,1.6,0.644,1.6,3.5,5.1,0.9,0.5,1.1,1.4,2.5,7.6
408,320,JaVale McGee\mcgeeja01,C,33,CLE,33,1,15.2,3.4,6.5,0.521,0.2,0.6,0.25,3.2,5.9,0.549,0.533,1.1,1.7,0.655,1.6,3.5,5.2,1.0,0.5,1.2,1.4,2.4,8.0
409,320,JaVale McGee\mcgeeja01,C,33,DEN,4,0,10.0,1.8,3.3,0.538,0.0,0.0,,1.8,3.3,0.538,0.538,0.5,1.0,0.5,1.5,3.5,5.0,0.3,0.5,0.5,1.5,2.8,4.0
410,321,Rodney McGruder\mcgruro01,SG,29,DET,16,2,12.1,2.3,4.4,0.529,0.7,1.5,0.458,1.6,2.9,0.565,0.607,0.4,0.5,0.75,0.5,0.9,1.4,1.0,0.5,0.1,0.4,0.8,5.7
411,322,Alfonzo McKinnie\mckinal01,SF,28,LAL,32,0,6.2,1.1,2.1,0.515,0.4,0.9,0.414,0.7,1.2,0.595,0.606,0.3,0.5,0.529,0.4,0.9,1.3,0.2,0.1,0.0,0.1,0.6,2.8
412,323,Jordan McLaughlin\mclaujo01,PG,24,MIN,35,2,20.1,2.1,5.4,0.386,0.6,1.8,0.344,1.5,3.6,0.408,0.444,0.5,0.6,0.727,0.4,1.7,2.2,4.2,1.1,0.2,1.1,0.9,5.3
413,324,Ben McLemore\mclembe01,SG,27,TOT,36,4,16.9,2.5,7.0,0.36,1.8,5.3,0.333,0.8,1.8,0.438,0.484,0.8,1.1,0.744,0.4,1.7,2.0,0.8,0.6,0.1,0.9,1.7,7.6
414,324,Ben McLemore\mclembe01,SG,27,HOU,32,4,16.8,2.5,7.0,0.357,1.7,5.2,0.331,0.8,1.8,0.431,0.48,0.7,1.0,0.719,0.3,1.7,2.1,0.9,0.6,0.1,0.9,1.6,7.4
415,324,Ben McLemore\mclembe01,SG,27,LAL,4,0,17.8,2.8,7.3,0.379,2.0,5.8,0.348,0.8,1.5,0.5,0.517,1.5,1.8,0.857,0.5,1.3,1.8,0.5,0.3,0.0,0.8,2.8,9.0
416,325,Nicolò Melli\mellini01,PF,30,TOT,31,4,12.7,0.9,2.9,0.297,0.4,1.8,0.232,0.5,1.1,0.4,0.368,0.3,0.3,0.9,0.6,2.1,2.7,1.0,0.4,0.1,0.3,1.5,2.5
417,325,Nicolò Melli\mellini01,PF,30,NOP,22,0,11.0,0.7,2.7,0.254,0.3,1.7,0.189,0.4,1.0,0.364,0.314,0.3,0.3,0.857,0.5,2.0,2.6,1.1,0.4,0.0,0.3,1.3,2.0
418,325,Nicolò Melli\mellini01,PF,30,DAL,9,4,16.9,1.3,3.6,0.375,0.7,2.1,0.316,0.7,1.4,0.462,0.469,0.3,0.3,1.0,0.7,2.2,2.9,0.8,0.2,0.1,0.2,2.1,3.7
419,326,De'Anthony Melton\meltode01,PG,22,MEM,35,1,19.9,3.7,7.8,0.48,1.8,4.0,0.453,1.9,3.8,0.507,0.595,0.8,1.0,0.771,0.7,2.5,3.2,2.7,1.2,0.5,1.2,1.7,10.1
420,327,Sam Merrill\merrisa01,SG,24,MIL,23,1,8.0,1.2,2.6,0.458,0.8,1.7,0.462,0.4,0.9,0.45,0.61,0.2,0.2,1.0,0.3,0.9,1.1,0.8,0.2,0.0,0.4,0.6,3.3
421,328,Chimezie Metu\metuch01,C,23,SAC,21,0,9.1,1.8,3.2,0.567,0.1,0.4,0.375,1.7,2.8,0.593,0.59,0.5,0.9,0.611,1.0,1.7,2.7,0.7,0.2,0.5,0.6,1.5,4.3
422,329,Khris Middleton\middlkh01,SF,29,MIL,51,51,33.5,7.5,15.6,0.482,2.2,5.0,0.435,5.4,10.6,0.504,0.551,3.0,3.4,0.886,0.8,5.2,6.0,5.4,1.1,0.2,2.8,2.4,20.3
423,330,Darius Miller\milleda01,SF,30,OKC,18,0,10.9,1.2,2.7,0.458,0.9,2.3,0.405,0.3,0.3,0.833,0.635,0.7,0.7,1.0,0.1,1.2,1.3,1.2,0.7,0.3,0.4,0.7,4.1
424,331,Patty Mills\millspa02,PG,32,SAS,51,0,25.6,4.1,9.6,0.429,2.6,6.6,0.389,1.5,3.0,0.516,0.563,1.1,1.2,0.905,0.3,1.4,1.7,2.5,0.7,0.0,0.9,1.3,12.0
425,332,Paul Millsap\millspa01,PF,35,DEN,42,34,22.1,3.4,6.9,0.495,1.0,2.6,0.382,2.4,4.3,0.564,0.567,1.2,1.8,0.703,1.4,3.3,4.7,1.6,0.9,0.6,0.9,2.1,9.0
426,333,Shake Milton\miltosh01,SG,24,PHI,46,2,24.0,5.0,11.1,0.452,1.0,3.2,0.322,4.0,7.8,0.506,0.499,2.6,3.0,0.857,0.6,1.7,2.3,3.0,0.6,0.3,1.7,2.2,13.7
427,334,Donovan Mitchell\mitchdo01,PG,24,UTA,52,52,33.7,9.1,20.7,0.438,3.4,8.7,0.385,5.7,12.0,0.476,0.519,5.0,6.0,0.842,0.9,3.5,4.4,5.3,1.0,0.3,2.7,2.2,26.5
428,335,Adam Mokoka\mokokad01,SG,22,CHI,9,0,5.2,0.7,1.7,0.4,0.1,0.9,0.125,0.6,0.8,0.714,0.433,0.0,0.0,,0.1,0.3,0.4,0.4,0.2,0.1,0.2,0.6,1.4
429,336,Malik Monk\monkma01,SG,22,CHO,32,0,21.7,4.6,10.1,0.46,2.2,5.2,0.424,2.4,4.9,0.497,0.568,1.7,2.0,0.815,0.4,2.3,2.7,1.9,0.5,0.1,1.5,1.2,13.1
430,337,E'Twaun Moore\mooreet01,SG,31,PHO,24,1,14.5,1.8,4.3,0.422,0.3,1.2,0.276,1.5,3.0,0.479,0.461,0.3,0.4,0.8,0.5,1.2,1.8,1.5,0.6,0.2,0.8,1.3,4.3
431,338,Ja Morant\moranja01,PG,21,MEM,44,44,31.8,6.8,15.2,0.447,0.9,3.5,0.27,5.8,11.7,0.499,0.478,4.4,6.0,0.739,0.9,2.5,3.5,7.4,0.9,0.2,3.1,1.4,18.9
432,339,Juwan Morgan\morgaju01,PF,23,UTA,19,0,4.4,0.4,0.9,0.412,0.2,0.6,0.273,0.2,0.3,0.667,0.5,0.1,0.3,0.2,0.3,0.5,0.8,0.2,0.2,0.0,0.1,0.7,0.9
433,340,Marcus Morris\morrima03,PF,31,LAC,44,16,25.9,4.8,10.1,0.469,2.5,5.2,0.476,2.3,4.9,0.461,0.591,1.1,1.3,0.831,0.6,3.5,4.1,1.0,0.6,0.3,0.9,2.1,13.1
434,341,Markieff Morris\morrima02,PF,31,LAL,48,24,20.2,2.8,6.2,0.445,1.3,3.5,0.355,1.5,2.7,0.562,0.545,0.6,0.9,0.732,0.8,3.8,4.6,1.1,0.3,0.3,0.9,1.9,7.4
435,342,Monte Morris\morrimo01,PG,25,DEN,42,11,26.3,4.0,8.3,0.479,1.1,3.0,0.381,2.8,5.3,0.534,0.547,1.3,1.6,0.783,0.2,2.0,2.2,3.3,0.7,0.3,0.8,1.0,10.4
436,343,Mychal Mulder\muldemy01,PG,26,GSW,43,2,9.9,1.3,3.0,0.415,1.0,2.6,0.378,0.3,0.4,0.632,0.577,0.3,0.4,0.579,0.0,0.8,0.8,0.4,0.2,0.2,0.2,0.7,3.7
437,344,Dejounte Murray\murrade01,PG,24,SAS,50,50,31.7,6.6,14.6,0.456,1.0,3.0,0.318,5.7,11.5,0.492,0.489,1.6,2.0,0.82,0.7,6.1,6.8,5.2,1.6,0.1,1.7,2.1,15.9
438,345,Jamal Murray\murraja01,PG,23,DEN,48,48,35.5,7.9,16.5,0.477,2.7,6.6,0.408,5.2,9.9,0.523,0.559,2.8,3.2,0.869,0.8,3.3,4.0,4.8,1.3,0.3,2.3,2.0,21.2
439,346,Mike Muscala\muscami01,C,29,OKC,35,0,18.4,3.4,7.6,0.446,1.9,5.3,0.37,1.5,2.4,0.614,0.573,0.9,1.0,0.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5,9.7
440,347,Sviatoslav Mykhailiuk\mykhasv01,SF-SG,23,TOT,50,12,19.3,2.7,6.8,0.4,1.6,4.6,0.341,1.1,2.2,0.528,0.516,0.7,0.8,0.786,0.4,1.9,2.3,1.6,0.8,0.2,1.2,0.8,7.7
441,347,Sviatoslav Mykhailiuk\mykhasv01,SF,23,DET,36,5,17.6,2.3,6.2,0.377,1.6,4.8,0.333,0.8,1.4,0.519,0.504,0.7,0.8,0.8,0.3,1.8,2.1,1.6,0.8,0.2,1.1,0.9,6.9
442,347,Sviatoslav Mykhailiuk\mykhasv01,SG,23,OKC,14,7,23.6,3.7,8.4,0.444,1.6,4.4,0.361,2.1,4.0,0.536,0.538,0.6,0.9,0.75,0.6,2.4,3.0,1.6,0.9,0.1,1.5,0.6,9.6
443,348,Abdel Nader\naderab01,SF,27,PHO,24,0,14.8,2.4,4.8,0.491,0.8,1.8,0.419,1.6,3.0,0.534,0.569,1.2,1.5,0.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,6.7
444,349,Larry Nance Jr.\nancela02,PF,28,CLE,29,27,32.8,4.0,8.1,0.487,1.2,3.3,0.379,2.7,4.9,0.56,0.564,0.9,1.4,0.634,1.7,5.3,7.1,3.1,1.8,0.6,1.5,2.1,10.1
445,350,Aaron Nesmith\nesmiaa01,SF,21,BOS,30,0,13.3,1.2,3.1,0.372,0.7,2.2,0.328,0.4,0.9,0.481,0.489,0.4,0.5,0.688,0.5,1.7,2.2,0.3,0.3,0.2,0.5,1.4,3.4
446,351,Raul Neto\netora01,PG,28,WAS,47,8,20.5,3.2,7.1,0.449,1.0,2.6,0.366,2.2,4.5,0.498,0.516,0.9,1.1,0.827,0.4,1.8,2.2,2.1,1.1,0.1,0.8,1.6,8.3
