,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
109,90,Jevon Carter\carteje01,PG,25,PHO,42,0,10.7,1.2,3.2,0.391,0.8,2.2,0.351,0.5,0.9,0.487,0.515,0.0,0.0,1.0,0.2,1.2,1.5,1.2,0.4,0.2,0.2,1.0,3.3
110,91,Wendell Carter Jr.\cartewe01,C,21,TOT,41,31,25.3,4.3,8.2,0.522,0.2,0.9,0.286,4.0,7.4,0.55,0.537,2.6,3.5,0.743,2.3,5.6,7.9,2.1,0.7,0.8,1.6,2.8,11.4
111,91,Wendell Carter Jr.\cartewe01,C,21,CHI,32,25,24.8,4.0,7.9,0.512,0.3,0.7,0.364,3.8,7.2,0.526,0.528,2.6,3.5,0.739,2.2,5.6,7.8,2.2,0.6,0.8,1.5,3.0,10.9
112,91,Wendell Carter Jr.\cartewe01,C,21,ORL,9,6,27.1,5.2,9.4,0.553,0.2,1.4,0.154,5.0,8.0,0.625,0.565,2.8,3.7,0.758,2.9,5.4,8.3,1.9,1.0,1.1,1.7,2.2,13.4
113,92,Michael Carter-Williams\cartemi01,SG,29,ORL,30,24,25.8,3.3,8.6,0.384,0.5,1.9,0.241,2.8,6.7,0.425,0.411,1.6,2.5,0.618,1.3,3.1,4.4,4.2,0.8,0.5,2.2,2.7,8.6
114,93,Alex Caruso\carusal01,PG,26,LAL,45,0,20.5,2.1,4.9,0.429,1.0,2.3,0.423,1.1,2.6,0.435,0.53,0.8,1.2,0.655,0.5,2.5,3.0,2.6,1.2,0.2,1.2,1.8,6.0
115,94,Willie Cauley-Stein\caulewi01,C,27,DAL,36,11,16.9,2.2,3.6,0.617,0.0,0.2,0.125,2.2,3.3,0.65,0.621,0.9,1.4,0.66,1.1,3.1,4.2,0.7,0.3,0.8,0.5,2.3,5.3
116,95,Chris Chiozza\chiozch01,PG,25,BRK,22,1,10.5,1.4,4.0,0.352,0.6,1.9,0.31,0.8,2.1,0.391,0.426,0.6,0.8,0.765,0.1,1.0,1.1,3.0,0.3,0.3,0.7,0.9,4.0
117,96,Marquese Chriss\chrisma01,PF,23,GSW,2,0,13.5,2.5,7.0,0.357,0.5,2.5,0.2,2.0,4.5,0.444,0.393,1.0,2.0,0.5,1.5,5.0,6.5,1.0,0.0,1.0,1.0,1.5,6.5
118,97,Gary Clark\clarkga01,SF,26,TOT,37,11,17.3,1.1,3.5,0.305,0.8,2.9,0.287,0.2,0.6,0.391,0.424,0.2,0.3,0.8,0.9,2.2,3.1,0.8,0.3,0.2,0.5,0.9,3.2
119,97,Gary Clark\clarkga01,SF,26,ORL,35,11,18.2,1.1,3.7,0.305,0.9,3.1,0.287,0.3,0.7,0.391,0.424,0.2,0.3,0.8,0.9,2.3,3.2,0.9,0.3,0.2,0.5,1.0,3.4
120,97,Gary Clark\clarkga01,SF,26,DEN,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
121,98,Brandon Clarke\clarkbr01,PF,24,MEM,44,16,25.4,4.8,9.2,0.517,0.4,1.4,0.306,4.3,7.8,0.556,0.541,1.4,2.1,0.667,1.6,4.0,5.6,1.7,1.0,0.8,0.6,1.5,11.3
122,99,Jordan Clarkson\clarkjo01,SG,28,UTA,51,0,25.4,6.2,14.8,0.422,3.0,8.6,0.349,3.2,6.1,0.524,0.524,1.7,1.7,0.955,0.8,3.2,3.9,2.2,0.9,0.2,1.7,1.5,17.2
123,100,Nicolas Claxton\claxtni01,C,21,BRK,22,1,17.9,3.0,5.1,0.593,0.0,0.2,0.25,3.0,5.0,0.606,0.597,1.0,2.0,0.5,1.4,3.4,4.8,1.0,0.6,1.3,0.5,2.0,7.1
124,101,Amir Coffey\coffeam01,SG,23,LAC,37,0,7.5,1.0,2.0,0.48,0.5,1.2,0.444,0.4,0.8,0.533,0.613,0.3,0.5,0.579,0.2,0.6,0.8,0.4,0.2,0.0,0.3,0.4,2.8
125,102,John Collins\collijo01,PF,23,ATL,47,47,30.3,7.1,13.0,0.545,1.3,3.4,0.38,5.8,9.6,0.603,0.594,2.7,3.3,0.838,2.1,5.7,7.8,1.4,0.5,1.0,1.2,3.2,18.2
126,103,Mike Conley\conlemi01,PG,33,UTA,44,44,29.8,5.7,12.7,0.451,2.8,6.7,0.416,2.9,5.9,0.49,0.561,2.3,2.7,0.857,0.8,2.7,3.4,5.6,1.3,0.2,1.9,2.0,16.5
127,104,Pat Connaughton\connapa01,SG,28,MIL,50,3,23.0,2.4,5.4,0.445,1.4,3.6,0.387,1.0,1.8,0.56,0.574,0.5,0.7,0.735,1.0,3.8,4.8,1.3,0.7,0.4,0.5,1.5,6.7
128,105,Quinn Cook\cookqu01,PG,27,TOT,23,0,6.8,1.3,3.0,0.426,0.5,1.1,0.423,0.8,1.8,0.429,0.507,0.3,0.3,0.875,0.1,0.7,0.7,0.8,0.2,0.0,0.3,0.4,3.3
129,105,Quinn Cook\cookqu01,PG,27,LAL,16,0,3.9,0.8,1.6,0.462,0.3,0.8,0.385,0.4,0.8,0.538,0.558,0.3,0.3,0.8,0.0,0.3,0.3,0.3,0.1,0.1,0.2,0.1,2.1
130,105,Quinn Cook\cookqu01,PG,27,CLE,7,0,13.6,2.4,6.0,0.405,0.9,1.9,0.462,1.6,4.1,0.379,0.476,0.4,0.4,1.0,0.3,1.4,1.7,1.9,0.4,0.0,0.6,1.1,6.1
131,106,Tyler Cook\cookty01,SF-PF,23,TOT,16,0,10.3,1.3,2.1,0.606,0.0,0.0,,1.3,2.1,0.606,0.606,0.4,0.8,0.5,0.7,1.4,2.1,0.5,0.3,0.0,0.6,1.1,2.9
132,106,Tyler Cook\cookty01,PF,23,BRK,4,0,4.3,0.3,0.8,0.333,0.0,0.0,,0.3,0.8,0.333,0.333,0.0,0.0,,0.3,0.3,0.5,0.5,0.0,0.0,0.3,0.5,0.5
133,106,Tyler Cook\cookty01,SF,23,DET,12,0,12.3,1.6,2.5,0.633,0.0,0.0,,1.6,2.5,0.633,0.633,0.5,1.0,0.5,0.8,1.8,2.6,0.5,0.3,0.0,0.7,1.3,3.7
134,107,DeMarcus Cousins\couside01,C,30,TOT,27,11,19.2,3.1,8.0,0.384,1.5,4.3,0.342,1.6,3.7,0.434,0.477,1.7,2.3,0.714,1.2,6.1,7.3,2.3,0.8,0.7,1.6,2.9,9.3
135,107,DeMarcus Cousins\couside01,C,30,HOU,25,11,20.2,3.2,8.4,0.376,1.6,4.6,0.336,1.6,3.8,0.426,0.469,1.8,2.4,0.746,1.2,6.4,7.6,2.4,0.8,0.7,1.6,3.0,9.6
136,107,DeMarcus Cousins\couside01,C,30,LAC,2,0,6.5,2.0,3.0,0.667,0.5,0.5,1.0,1.5,2.5,0.6,0.75,0.5,2.0,0.25,1.0,2.0,3.0,1.0,0.5,0.0,2.0,2.0,5.0
137,108,Robert Covington\covinro01,PF,30,POR,52,52,32.2,3.2,7.6,0.413,2.1,5.4,0.384,1.1,2.3,0.483,0.548,0.7,0.9,0.809,0.8,5.8,6.6,1.7,1.6,1.3,1.1,2.8,9.1
138,109,Torrey Craig\craigto01,SF,30,TOT,32,0,13.3,1.7,3.5,0.477,0.6,1.6,0.392,1.0,1.9,0.55,0.568,0.2,0.3,0.6,0.8,2.3,3.2,0.9,0.6,0.4,0.4,1.5,4.1
139,109,Torrey Craig\craigto01,SF,30,MIL,18,0,11.2,1.0,2.6,0.391,0.4,1.2,0.364,0.6,1.3,0.417,0.478,0.1,0.1,0.5,0.7,1.7,2.4,0.9,0.5,0.4,0.3,1.3,2.5
140,109,Torrey Craig\craigto01,SF,30,PHO,14,0,15.9,2.5,4.6,0.538,0.9,2.1,0.414,1.6,2.6,0.639,0.631,0.4,0.6,0.625,1.0,3.1,4.1,0.9,0.8,0.4,0.5,1.7,6.2
141,110,Jae Crowder\crowdja01,PF,30,PHO,51,36,27.8,3.4,8.2,0.41,2.5,6.3,0.389,0.9,1.9,0.475,0.558,1.0,1.3,0.785,0.5,4.4,4.9,2.1,0.8,0.4,0.9,1.9,10.2
142,111,Jarrett Culver\culveja01,SG,21,MIN,32,7,15.3,2.1,5.2,0.412,0.4,1.6,0.255,1.7,3.6,0.482,0.452,0.9,1.5,0.604,1.1,2.2,3.3,0.7,0.5,0.3,0.9,1.8,5.6
143,112,Seth Curry\curryse01,SG,30,PHI,43,43,29.0,4.4,9.9,0.446,2.0,4.8,0.411,2.4,5.1,0.479,0.546,1.4,1.5,0.894,0.2,2.0,2.1,2.9,0.8,0.2,1.3,1.7,12.2
144,113,Stephen Curry\curryst01,PG,32,GSW,46,46,34.0,10.0,20.6,0.485,4.9,11.7,0.416,5.1,8.9,0.576,0.604,5.6,6.0,0.924,0.5,5.0,5.5,5.9,1.3,0.1,3.2,1.8,30.4
145,114,Nate Darling\darlina01,SG,22,CHO,6,0,4.0,0.3,1.2,0.286,0.3,1.2,0.286,0.0,0.0,,0.429,0.5,0.5,1.0,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.2,1.5
146,115,Anthony Davis\davisan02,PF,27,LAL,23,23,32.8,8.9,16.7,0.533,0.7,2.5,0.293,8.1,14.1,0.575,0.555,4.0,5.7,0.715,2.0,6.3,8.4,3.0,1.3,1.8,2.0,1.8,22.5
147,116,Ed Davis\davised01,C,31,MIN,20,7,13.8,0.9,2.2,0.419,0.0,0.0,,0.9,2.2,0.419,0.419,0.5,0.5,0.9,2.3,3.1,5.4,1.0,0.6,0.6,0.3,2.5,2.3
148,117,Terence Davis\daviste02,SG,23,TOT,43,4,15.3,2.6,6.4,0.404,1.3,3.9,0.345,1.3,2.5,0.495,0.509,0.5,0.6,0.815,0.3,1.7,2.0,1.1,0.6,0.2,0.9,1.4,7.1
149,117,Terence Davis\daviste02,SG,23,TOR,34,4,14.5,2.6,6.2,0.414,1.3,3.6,0.361,1.3,2.6,0.489,0.519,0.5,0.5,0.889,0.3,1.7,1.9,1.1,0.5,0.2,0.9,1.4,6.9
150,117,Terence Davis\daviste02,SG,23,SAC,9,0,18.6,2.8,7.4,0.373,1.6,5.1,0.304,1.2,2.3,0.524,0.478,0.7,1.0,0.667,0.3,2.0,2.3,1.2,0.9,0.3,1.1,1.4,7.8
151,118,Matthew Dellavedova\dellama01,PG,30,CLE,6,1,20.2,1.3,5.3,0.25,0.3,2.3,0.143,1.0,3.0,0.333,0.281,0.3,0.3,1.0,0.8,1.7,2.5,5.3,0.3,0.0,0.7,1.3,3.3
152,119,DeMar DeRozan\derozde01,PF,31,SAS,45,45,33.8,7.3,14.7,0.496,0.4,1.4,0.286,6.9,13.3,0.518,0.51,6.1,7.0,0.882,0.7,3.6,4.3,7.1,0.9,0.2,1.9,2.0,21.2
153,120,Mamadi Diakite\diakima01,PF,24,MIL,9,0,9.4,1.1,2.7,0.417,0.1,0.7,0.167,1.0,2.0,0.5,0.438,0.7,0.7,1.0,0.7,2.0,2.7,0.6,0.2,0.4,0.2,1.0,3.0
154,121,Hamidou Diallo\diallha01,SG-SF,22,TOT,41,5,23.2,4.3,8.9,0.486,0.5,1.4,0.339,3.9,7.6,0.513,0.512,2.5,3.8,0.654,1.1,3.9,5.0,2.2,0.9,0.4,1.5,2.5,11.6
155,121,Hamidou Diallo\diallha01,SG,22,OKC,32,5,23.8,4.5,9.3,0.481,0.4,1.3,0.293,4.1,8.0,0.512,0.502,2.6,4.1,0.629,1.2,4.0,5.2,2.4,1.0,0.4,1.5,2.6,11.9
156,121,Hamidou Diallo\diallha01,SF,22,DET,9,0,21.1,3.9,7.7,0.507,0.8,1.7,0.467,3.1,6.0,0.519,0.558,2.1,2.7,0.792,1.1,3.3,4.4,1.3,0.7,0.6,1.2,2.3,10.7
157,122,Gorgui Dieng\dienggo01,C,31,TOT,25,1,15.8,2.3,4.6,0.504,1.0,2.1,0.462,1.4,2.5,0.54,0.609,1.7,2.0,0.857,1.1,2.9,4.0,1.2,0.8,0.6,1.0,1.7,7.3
158,122,Gorgui Dieng\dienggo01,C,31,MEM,22,1,16.9,2.5,4.9,0.519,1.0,2.2,0.479,1.5,2.7,0.55,0.625,1.7,2.0,0.884,1.3,3.2,4.5,1.3,0.8,0.6,1.0,1.7,7.9
159,122,Gorgui Dieng\dienggo01,C,31,SAS,3,0,8.0,0.7,2.3,0.286,0.3,1.3,0.25,0.3,1.0,0.333,0.357,1.3,2.0,0.667,0.0,0.7,0.7,0.0,0.7,0.0,0.7,1.7,3.0
160,123,Spencer Dinwiddie\dinwisp01,SG,27,BRK,3,3,21.3,2.0,5.3,0.375,0.7,2.3,0.286,1.3,3.0,0.444,0.438,2.0,2.0,1.0,0.0,4.3,4.3,3.0,0.7,0.3,1.7,1.3,6.7
161,124,Donte DiVincenzo\divindo01,SG,24,MIL,51,51,27.5,3.9,9.5,0.417,2.0,5.3,0.384,1.9,4.2,0.458,0.524,0.8,1.1,0.722,1.2,4.4,5.6,3.1,1.2,0.2,1.4,1.6,10.7
162,125,Luka Dončić\doncilu01,PG,21,DAL,48,48,35.0,10.2,20.9,0.486,3.0,8.1,0.366,7.2,12.8,0.562,0.557,5.3,7.1,0.739,0.8,7.2,8.0,8.6,1.0,0.6,4.3,2.2,28.6
163,126,Luguentz Dort\dortlu01,SG,21,OKC,43,43,29.5,4.6,11.7,0.396,2.1,6.0,0.342,2.6,5.6,0.455,0.485,2.0,2.7,0.733,0.7,2.9,3.6,1.6,0.9,0.4,1.5,2.5,13.3
164,127,Damyean Dotson\dotsoda01,SG,26,CLE,35,6,18.8,2.5,6.3,0.394,0.9,3.3,0.278,1.6,3.0,0.519,0.466,0.6,0.9,0.688,0.1,1.9,2.0,2.1,0.4,0.1,0.8,0.9,6.5
165,128,Devon Dotson\dotsode01,PG,21,CHI,3,0,5.0,0.7,1.3,0.5,0.0,0.0,,0.7,1.3,0.5,0.5,0.0,0.0,,0.3,0.3,0.7,0.0,0.3,0.0,0.0,0.3,1.3
166,129,Sekou Doumbouya\doumbse01,PF,20,DET,45,2,13.1,1.4,4.2,0.346,0.4,1.8,0.241,1.0,2.3,0.429,0.399,0.6,0.8,0.778,0.5,1.6,2.1,0.6,0.4,0.1,0.7,1.6,4.0
167,130,PJ Dozier\doziepj01,SG,24,DEN,39,0,19.9,2.5,6.1,0.415,0.8,2.5,0.34,1.7,3.6,0.468,0.485,0.9,1.5,0.614,0.7,2.9,3.6,1.6,0.6,0.4,0.8,1.8,6.8
168,131,Goran Dragić\dragigo01,PG,34,MIA,35,10,26.6,4.7,10.8,0.432,1.5,4.7,0.331,3.1,6.1,0.509,0.504,2.1,2.6,0.824,0.3,3.0,3.4,4.5,0.6,0.2,2.6,2.3,13.0
169,132,Andre Drummond\drumman01,C,27,TOT,30,30,27.8,6.6,14.0,0.471,0.0,0.3,0.0,6.6,13.7,0.481,0.471,2.9,4.8,0.6,3.8,9.0,12.8,2.3,1.6,1.1,3.2,3.0,16.1
170,132,Andre Drummond\drumman01,C,27,CLE,25,25,28.9,7.2,15.2,0.474,0.0,0.3,0.0,7.2,14.9,0.484,0.474,3.1,5.2,0.597,4.0,9.4,13.5,2.6,1.6,1.2,3.2,2.8,17.5
171,132,Andre Drummond\drumman01,C,27,LAL,5,5,22.6,3.6,8.0,0.45,0.0,0.0,,3.6,8.0,0.45,0.45,2.0,3.2,0.625,2.6,6.6,9.2,1.2,1.4,0.6,3.0,4.0,9.2
172,133,Jared Dudley\dudleja01,PF,35,LAL,11,0,6.9,0.2,0.6,0.286,0.2,0.5,0.4,0.0,0.2,0.0,0.429,0.0,0.0,,0.4,1.4,1.7,0.5,0.1,0.1,0.2,0.6,0.5
173,134,Kevin Durant\duranke01,PF,32,BRK,22,20,34.0,9.6,18.0,0.535,2.5,5.7,0.448,7.1,12.3,0.576,0.606,6.4,7.3,0.876,0.4,6.7,7.1,5.2,0.6,1.3,3.9,2.0,28.2
174,135,Anthony Edwards\edwaran01,SG,19,MIN,55,38,31.4,6.6,16.5,0.398,2.1,6.8,0.312,4.5,9.7,0.459,0.463,2.7,3.5,0.791,0.9,3.6,4.5,2.6,1.1,0.4,2.1,1.7,18.0
175,136,Carsen Edwards\edwarca01,SG,22,BOS,22,1,8.9,1.7,3.7,0.463,0.6,2.0,0.302,1.1,1.8,0.641,0.543,0.3,0.4,0.778,0.1,0.8,0.9,0.5,0.2,0.0,0.1,1.0,4.4
176,137,CJ Elleby\ellebcj01,SF,20,POR,21,0,7.3,0.9,2.3,0.388,0.3,1.3,0.222,0.6,1.0,0.591,0.449,0.3,0.5,0.636,0.4,0.7,1.0,0.2,0.3,0.1,0.1,1.0,2.4
177,138,Henry Ellenson\ellenhe01,PF,24,TOR,2,0,19.0,2.5,7.0,0.357,1.0,4.5,0.222,1.5,2.5,0.6,0.429,1.5,2.0,0.75,1.5,4.5,6.0,2.5,0.0,0.0,0.0,3.5,7.5
178,139,Wayne Ellington\ellinwa01,SG,33,DET,39,29,22.2,3.4,7.5,0.447,2.6,6.1,0.424,0.8,1.5,0.544,0.618,0.7,0.8,0.788,0.3,1.6,1.8,1.5,0.4,0.2,0.7,1.4,9.9
179,140,Joel Embiid\embiijo01,C,26,PHI,36,36,32.1,9.3,17.8,0.52,1.1,3.0,0.383,8.1,14.8,0.547,0.551,9.9,11.6,0.852,2.1,8.9,11.0,3.1,1.1,1.5,3.1,2.5,29.6
180,141,James Ennis\ennisja01,SF,30,ORL,37,33,24.0,2.8,5.9,0.472,1.0,2.5,0.418,1.8,3.4,0.512,0.56,1.7,2.1,0.816,1.1,2.9,4.1,1.5,0.8,0.2,0.9,2.1,8.3
181,142,Drew Eubanks\eubandr01,C,23,SAS,34,0,13.0,1.8,3.5,0.517,0.0,0.0,1.0,1.8,3.4,0.513,0.521,1.1,1.6,0.709,0.9,2.8,3.7,0.8,0.2,1.0,0.8,1.4,4.8
182,143,Dante Exum\exumda01,SG,25,CLE,6,3,19.3,1.7,4.3,0.385,0.3,1.8,0.182,1.3,2.5,0.533,0.423,0.2,0.3,0.5,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8
183,144,Tacko Fall\fallta01,C,25,BOS,15,0,6.7,1.2,1.6,0.75,0.0,0.0,,1.2,1.6,0.75,0.75,0.3,0.9,0.308,0.7,1.8,2.5,0.1,0.1,0.8,0.3,1.1,2.7
184,145,Derrick Favors\favorde01,C,29,UTA,53,0,15.5,2.3,3.8,0.623,0.0,0.0,0.0,2.3,3.7,0.626,0.623,1.0,1.4,0.74,2.1,3.4,5.5,0.8,0.5,1.0,0.6,2.2,5.7
185,146,Cristiano Felício\feliccr01,C,28,CHI,10,0,4.5,0.3,0.4,0.75,0.0,0.0,,0.3,0.4,0.75,0.75,0.6,1.0,0.6,0.6,0.7,1.3,0.5,0.2,0.0,0.3,0.3,1.2
186,147,Terrance Ferguson\fergute01,SG,22,PHI,13,0,3.8,0.1,0.5,0.143,0.0,0.4,0.0,0.1,0.2,0.5,0.143,0.0,0.0,,0.0,0.1,0.1,0.2,0.1,0.0,0.3,0.5,0.2
187,148,Bruno Fernando\fernabr01,C,22,ATL,26,0,6.8,0.5,1.1,0.429,0.0,0.1,0.0,0.5,1.0,0.462,0.429,0.5,0.7,0.667,0.5,2.0,2.5,0.3,0.1,0.1,0.7,0.8,1.4
188,149,Yogi Ferrell\ferreyo01,PG,27,CLE,2,0,20.0,4.0,10.5,0.381,1.5,4.5,0.333,2.5,6.0,0.417,0.452,0.0,1.0,0.0,1.5,2.0,3.5,2.5,1.5,0.5,1.5,2.0,9.5
189,150,Dorian Finney-Smith\finnedo01,PF,27,DAL,42,42,32.0,3.3,7.5,0.438,1.8,4.9,0.362,1.5,2.6,0.582,0.557,0.6,0.7,0.8,1.7,3.9,5.6,1.6,0.9,0.5,0.6,2.5,9.0
190,151,Malik Fitts\fittsma01,PF,23,LAC,2,0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
191,152,Malachi Flynn\flynnma01,PG,22,TOR,30,3,15.7,1.9,5.4,0.36,0.8,2.6,0.304,1.1,2.7,0.415,0.435,0.4,0.6,0.706,0.1,1.7,1.8,2.3,0.7,0.2,0.8,1.1,5.1
192,153,Bryn Forbes\forbebr01,SG,27,MIL,52,7,19.1,3.4,7.4,0.453,2.1,4.8,0.449,1.2,2.7,0.46,0.597,0.6,0.8,0.75,0.2,1.2,1.3,0.6,0.3,0.0,0.6,1.1,9.4
193,154,Trent Forrest\forretr01,PG,22,UTA,15,0,5.8,0.5,1.1,0.438,0.0,0.2,0.0,0.5,0.9,0.538,0.438,0.1,0.1,1.0,0.0,0.5,0.5,1.2,0.3,0.1,0.5,0.3,1.1
194,155,Evan Fournier\fournev01,SF-SG,28,TOT,30,26,30.1,6.2,13.6,0.457,2.8,7.0,0.398,3.4,6.5,0.52,0.56,3.4,4.2,0.795,0.2,2.6,2.7,3.4,1.1,0.4,1.9,2.2,18.6
195,155,Evan Fournier\fournev01,SF,28,ORL,26,26,30.3,6.5,14.2,0.461,2.8,7.2,0.388,3.7,7.0,0.536,0.56,3.8,4.7,0.797,0.2,2.7,2.9,3.7,1.0,0.3,2.1,2.1,19.7
196,155,Evan Fournier\fournev01,SG,28,BOS,4,0,28.8,4.0,9.5,0.421,2.8,5.8,0.478,1.3,3.8,0.333,0.566,0.8,1.0,0.75,0.0,1.8,1.8,1.8,1.3,0.8,1.0,2.5,11.5
197,156,De'Aaron Fox\foxde01,PG,23,SAC,53,53,35.0,9.1,18.9,0.479,1.9,5.7,0.329,7.2,13.2,0.543,0.528,5.1,7.2,0.705,0.5,2.9,3.4,7.1,1.4,0.5,3.1,3.0,25.0
198,157,Robert Franks\frankro01,PF,24,ORL,1,0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,1.0,2.0,0.5,2.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,4.0
199,158,Tim Frazier\fraziti01,PG,30,MEM,3,0,11.0,0.7,2.7,0.25,0.0,0.7,0.0,0.7,2.0,0.333,0.25,0.0,0.0,,0.0,1.3,1.3,2.3,0.3,0.0,1.0,1.3,1.3
200,159,Markelle Fultz\fultzma01,PG,22,ORL,8,8,26.9,5.1,13.0,0.394,0.5,2.0,0.25,4.6,11.0,0.42,0.413,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9
201,160,Wenyen Gabriel\gabriwe01,PF,23,NOP,9,0,4.7,0.2,1.2,0.182,0.1,0.6,0.2,0.1,0.7,0.167,0.227,0.2,0.4,0.5,0.8,0.8,1.6,0.6,0.1,0.0,0.8,0.2,0.8
202,161,Daniel Gafford\gaffoda01,PF-C,22,TOT,35,11,12.7,2.3,3.3,0.702,0.0,0.0,,2.3,3.3,0.702,0.702,1.0,1.5,0.673,1.5,2.1,3.5,0.5,0.4,1.1,0.7,1.6,5.6
203,161,Daniel Gafford\gaffoda01,PF,22,CHI,31,11,12.4,1.9,2.8,0.69,0.0,0.0,,1.9,2.8,0.69,0.69,0.9,1.3,0.659,1.4,1.9,3.3,0.5,0.4,1.1,0.7,1.7,4.7
204,161,Daniel Gafford\gaffoda01,C,22,WAS,4,0,15.8,5.0,6.8,0.741,0.0,0.0,,5.0,6.8,0.741,0.741,2.0,2.8,0.727,1.8,3.3,5.0,0.5,0.8,1.5,1.0,0.8,12.0
205,162,Danilo Gallinari\gallida01,PF,32,ATL,39,4,24.0,4.0,9.5,0.425,2.1,5.2,0.407,1.9,4.2,0.448,0.538,3.2,3.4,0.933,0.3,3.8,4.1,1.4,0.6,0.2,1.0,2.1,13.4
206,163,Langston Galloway\gallola01,SG,29,PHO,34,0,11.1,1.7,3.6,0.471,0.9,2.1,0.451,0.7,1.5,0.5,0.603,0.5,0.5,1.0,0.1,0.9,1.0,0.7,0.2,0.0,0.3,0.7,4.8
207,164,Darius Garland\garlada01,PG,21,CLE,43,40,33.3,6.5,14.5,0.448,1.9,4.6,0.402,4.7,9.9,0.469,0.512,2.0,2.3,0.851,0.5,1.9,2.4,5.9,1.2,0.1,3.0,2.2,16.9
208,165,Marc Gasol\gasolma01,C,36,LAL,43,41,19.5,1.7,4.0,0.429,0.9,2.4,0.371,0.8,1.5,0.523,0.544,0.8,1.0,0.75,0.7,3.3,4.0,2.1,0.5,1.2,1.2,2.3,5.1
209,166,Rudy Gay\gayru01,PF,34,SAS,45,0,21.7,4.1,9.8,0.413,1.7,4.3,0.391,2.4,5.6,0.43,0.498,1.3,1.7,0.787,0.8,4.2,5.0,1.5,0.8,0.5,1.1,1.9,11.1
210,167,Paul George\georgpa01,SF,30,LAC,42,42,33.6,8.2,17.2,0.479,3.3,7.4,0.441,5.0,9.8,0.507,0.573,3.6,4.0,0.898,0.9,5.3,6.2,5.5,1.2,0.4,3.1,2.4,23.3
211,168,Taj Gibson\gibsota01,PF,35,NYK,28,1,20.3,1.9,3.3,0.565,0.1,0.5,0.214,1.8,2.8,0.628,0.582,1.1,1.5,0.698,2.0,3.2,5.2,0.7,0.8,0.9,0.6,2.1,4.9
212,169,Harry Giles\gilesha01,C,22,POR,30,0,10.3,1.1,2.5,0.427,0.2,0.5,0.467,0.8,2.0,0.417,0.473,0.5,0.7,0.682,1.0,3.0,3.9,0.8,0.2,0.3,0.6,1.7,2.9
213,170,Shai Gilgeous-Alexander\gilgesh01,SG,22,OKC,35,35,33.7,8.2,16.1,0.508,2.0,4.9,0.418,6.2,11.3,0.547,0.571,5.3,6.5,0.808,0.5,4.2,4.7,5.9,0.8,0.7,3.0,2.0,23.7
214,171,Anthony Gill\gillan01,PF,28,WAS,17,1,5.4,0.4,1.2,0.35,0.1,0.7,0.167,0.3,0.5,0.625,0.4,0.2,0.3,0.8,0.5,1.1,1.6,0.2,0.2,0.1,0.2,0.6,1.2
215,172,Freddie Gillespie\gillefr01,PF,23,TOR,3,0,13.0,1.7,2.7,0.625,0.0,0.0,,1.7,2.7,0.625,0.625,0.0,0.0,,0.7,1.3,2.0,0.3,1.0,0.7,0.3,1.3,3.3
216,173,Rudy Gobert\goberru01,C,28,UTA,55,55,31.0,5.5,8.2,0.667,0.0,0.1,0.0,5.5,8.1,0.672,0.667,3.5,5.7,0.617,3.4,10.0,13.4,1.3,0.5,2.8,1.6,2.3,14.4
217,174,Brandon Goodwin\goodwbr01,PG,25,ATL,36,3,12.3,1.7,4.5,0.385,0.8,2.1,0.355,1.0,2.4,0.412,0.469,0.6,0.8,0.667,0.2,1.1,1.3,1.9,0.4,0.0,0.7,0.8,4.8
218,175,Aaron Gordon\gordoaa01,PF,25,TOT,34,34,29.0,5.0,10.7,0.463,1.4,4.0,0.363,3.5,6.8,0.522,0.53,2.3,3.6,0.642,1.4,4.6,6.0,3.8,0.7,0.8,2.2,1.9,13.7
219,175,Aaron Gordon\gordoaa01,PF,25,ORL,25,25,29.4,5.1,11.7,0.437,1.7,4.5,0.375,3.4,7.2,0.475,0.509,2.6,4.2,0.629,1.6,5.1,6.6,4.2,0.6,0.8,2.7,2.0,14.6
220,175,Aaron Gordon\gordoaa01,PF,25,DEN,9,9,27.9,4.6,8.0,0.569,0.8,2.6,0.304,3.8,5.4,0.694,0.618,1.4,2.0,0.722,0.9,3.4,4.3,2.6,0.9,0.8,1.0,1.7,11.3
221,176,Eric Gordon\gordoer01,SG,32,HOU,27,13,29.2,5.9,13.6,0.433,2.6,7.8,0.329,3.3,5.8,0.573,0.527,3.5,4.2,0.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8
